CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF
C0024117,ENG,S,L0498168,PF,S11867609,Y,A18592506,0000026625,0000007570,NULL,CHV,SY,0000007570,"chronic airflow limitation",0,N,256
C0024117,ENG,S,L0009966,PF,S0028118,N,A18592507,0000026636,0000007570,NULL,CHV,SY,0000007570,COPD,0,N,NULL
C0024117,ENG,S,L0543933,PF,S1909528,Y,A18611124,0000026634,0000007570,NULL,CHV,PT,0000007570,"chronic obstructive pulmonary disease (COPD)",0,N,NULL
C0024117,ENG,S,L1119684,PF,S1343479,Y,A18622395,0000119726,0000041852,NULL,CHV,PT,0000041852,"small airways disease",0,N,256
C0024117,ENG,S,L0498184,PF,S6658643,Y,A18629701,0000026628,0000007570,NULL,CHV,SY,0000007570,"chronic airways disease",0,N,256
C0024117,ENG,S,L0787835,VC,S11868927,Y,A18629702,0000026635,0000007570,NULL,CHV,SY,0000007570,coad,0,N,256
C0024117,ENG,S,L1119684,VO,S11939027,Y,A18659626,0000119725,0000041852,NULL,CHV,SY,0000041852,"small airway disease",0,N,256
C0024117,ENG,S,L0498184,VO,S11867610,Y,A18666918,0000026626,0000007570,NULL,CHV,SY,0000007570,"chronic airway disease",0,N,256
C0024117,ENG,S,L1119684,VO,S11846839,Y,A18678148,0000119723,0000041852,NULL,CHV,SY,0000041852,"airway small disease",0,N,256
C0024117,ENG,S,L0008704,VW,S0025370,N,A21144535,NULL,NULL,NULL,MEDLINEPLUS,ET,27,"Chronic Obstructive Pulmonary Disease",0,N,256
C0024117,ENG,S,L0009966,PF,S0028118,N,A21238566,NULL,NULL,606963,OMIM,ACR,606963,COPD,0,N,NULL
C0024117,ENG,S,L0009966,PF,S0028118,N,A21399873,NULL,C3199,NULL,NCI,AB,C3199,COPD,0,N,NULL
C0024117,ENG,P,L0498186,VC,S0618006,Y,A23787794,NULL,NULL,MTHU042800,OMIM,PTCS,MTHU042800,"Chronic obstructive airway disease",0,N,256
C0024117,ENG,S,L0008704,VCW,S0520559,Y,A23918776,NULL,C3199,NULL,NCI_NCI-GLOSS,PT,CDR0000524193,"chronic obstructive pulmonary disease",0,N,256
C0024117,ENG,S,L0009966,PF,S0028118,N,A23931892,NULL,C3199,NULL,NCI_NCI-GLOSS,PT,CDR0000543498,COPD,0,N,NULL
C0024117,ENG,S,L0009966,PF,S0028118,N,A24183307,NULL,NULL,NULL,MEDLINEPLUS,PT,27,COPD,0,N,NULL
C0024117,ENG,S,L0543933,VCW,S14766401,Y,A24360097,NULL,C3199,NULL,NCI_FDA,SY,2237,"Obstructive Pulmonary Disease (COPD), Chronic",0,N,NULL
C0024117,ENG,S,L0543933,VCW,S14757461,Y,A24367457,NULL,C3199,NULL,NCI_FDA,SY,2237,"COPD, Chronic Obstructive Pulmonary Disease",0,N,256
C0024117,ENG,S,L0543933,VCW,S14768001,Y,A24375576,NULL,C3199,NULL,NCI_FDA,SY,2237,"Pulmonary Disease (COPD), Chronic Obstructive",0,N,NULL
C0024117,ENG,S,L0543933,VC,S14758177,Y,A24382967,NULL,C3199,NULL,NCI_FDA,PT,2237,"Chronic Obstructive Pulmonary Disease, (COPD)",0,N,NULL
C0024117,ENG,S,L6052421,PF,S14759468,Y,A24384940,NULL,C3199,NULL,NCI_FDA,SY,2237,"Disease (COPD), Chronic Obstructive",0,N,NULL
C0024117,ENG,S,L0008704,VCW,S0618014,Y,A24666862,NULL,NULL,HP:0006510,HPO,PT,HP:0006510,"Chronic obstructive pulmonary disease",0,N,256
C0024117,ENG,S,L0009966,PF,S0028118,Y,A26607816,NULL,M0384655,D029424,MSH,ET,D029424,COPD,0,N,NULL
C0024117,ENG,S,L0787835,PF,S0828908,Y,A26635009,NULL,M0384655,D029424,MSH,ET,D029424,COAD,0,N,256
C0024117,ENG,P,L0498186,PF,S0837575,N,A26640271,NULL,M0384655,D029424,MSH,ET,D029424,"Chronic Obstructive Airway Disease",0,N,256
C0024117,ENG,S,L0008703,PF,S0837576,Y,A26669662,NULL,M0384655,D029424,MSH,ET,D029424,"Chronic Obstructive Lung Disease",0,N,256
C0024117,ENG,S,L0008704,VW,S0025370,Y,A26680604,NULL,M0384655,D029424,MSH,ET,D029424,"Chronic Obstructive Pulmonary Disease",0,N,256
C0024117,ENG,S,L0009966,PF,S0028118,N,A28255026,NULL,NULL,HP:0006510,HPO,SY,HP:0006510,COPD,0,N,NULL
C0024117,ENG,S,L0009966,PF,S0028118,N,A28298532,NULL,LA10559-5,NULL,LNC,LA,LA10559-5,COPD,0,N,NULL
C0024117,ENG,S,L1496108,PF,S6307128,Y,A8298486,NULL,NULL,NULL,CCS,MD,8.2.2,"Chronic airway obstruction; not otherwise specified",0,N,256
C0024117,ENG,S,L0008703,VC,S0618013,N,A8358575,NULL,NULL,496,MTHICD9,ET,496,"Chronic obstructive lung disease",0,N,256
C0024117,ENG,S,L0008704,VO,S1599401,Y,A8365541,NULL,NULL,496,MTHICD9,ET,496,"Chronic obstructive pulmonary disease NOS",0,N,256
C0024117,ENG,S,L0009966,VO,S1927837,Y,A8373708,NULL,NULL,496,MTHICD9,ET,496,"COPD NOS",0,N,256
C0392707,ENG,P,L0004192,VC,S0353466,Y,A0387089,NULL,NULL,NULL,COSTAR,PT,086,ATOPY,0,N,256
C0392707,ENG,P,L0004192,VC,S0415224,N,A0474145,NULL,NULL,NULL,AOD,DE,0000005950,atopy,0,N,256
C0392707,ENG,P,L0004192,VC,S0415224,N,A0474146,NULL,NULL,1524-9423,CSP,PT,1524-9423,atopy,0,N,256
C0392707,ENG,P,L0004192,PF,S0004476,Y,A10925215,NULL,NULL,NULL,MTH,PN,NOCODE,Atopy,0,N,256
C0392707,ENG,P,L0004192,PF,S0004476,N,A11958827,NULL,NULL,MTHU007823,OMIM,PTCS,MTHU007823,Atopy,0,N,256
C0392707,ENG,S,L0004190,PF,S11853021,Y,A18563862,0000096982,0000032145,NULL,CHV,SY,0000032145,"atopic reactions",0,N,256
C0392707,ENG,S,L1385372,PF,S11853016,Y,A18586539,0000129905,0000047189,NULL,CHV,PT,0000047189,"atopic allergy",0,N,256
C0392707,ENG,S,L1385372,VO,S11847385,Y,A18623711,0000129903,0000047189,NULL,CHV,SY,0000047189,"allergies atopic",0,N,NULL
C0392707,ENG,S,L1385372,VW,S11847510,Y,A18623712,0000129904,0000047189,NULL,CHV,SY,0000047189,"allergy atopic",0,N,NULL
C0392707,ENG,S,L1370482,PF,S11853023,Y,A18624738,0000137438,0000050554,NULL,CHV,PT,0000050554,atopic,0,N,256
C0392707,ENG,P,L0004192,VC,S0415224,Y,A18656678,0000096984,0000032145,NULL,CHV,PT,0000032145,atopy,0,N,256
C0392707,ENG,S,L0004188,PF,S11853019,Y,A18693640,0000096981,0000032145,NULL,CHV,SY,0000032145,"atopic diathesis",0,N,256
C0392707,ENG,P,L0004192,PF,S0004476,N,A7568288,NULL,C41366,NULL,NCI,PT,C41366,Atopy,0,N,256
C0392707,ENG,S,L1385372,VC,S6147648,Y,A7668461,NULL,C41366,NULL,NCI,SY,C41366,"Atopic Allergy",0,N,256
C0856716,ENG,P,L1370371,PF,S11852554,Y,A18661992,0000137700,0000050667,NULL,CHV,PT,0000050667,"aspirin asthma",0,N,256
C0856716,ENG,P,L1370371,VW,S11852820,Y,A18661993,0000137701,0000050667,NULL,CHV,SY,0000050667,"asthma aspirin",0,N,256
C0236072,ENG,P,L0287943,VW,S11860772,Y,A18561166,0000075054,0000023676,NULL,CHV,SY,0000023676,"bronchospasm paradoxical",0,N,NULL
C0236072,ENG,P,L0287943,PF,S11923668,Y,A18690953,0000075055,0000023676,NULL,CHV,PT,0000023676,"paradoxical bronchospasm",0,N,256
C0155883,ENG,P,L0516700,VC,S0618008,N,A0673264,NULL,NULL,NULL,CCS,MD,8.3.1,"Chronic obstructive asthma",0,N,256
C0155883,ENG,P,L0516700,PF,S4143170,Y,A7591016,NULL,C26976,NULL,NCI,PT,C26976,"Chronic Obstructive Asthma",0,N,256
C0155883,ENG,P,L0516700,VC,S0618008,Y,A8358572,NULL,NULL,493.2,ICD9CM,HT,493.2,"Chronic obstructive asthma",0,N,256
C0155879,ENG,S,L6707696,PF,S11072604,Y,A16980883,NULL,NULL,493.01,ICD9CM,AB,493.01,"Ext asthma w status asth",0,Y,NULL
C0155879,ENG,P,L0182747,PF,S0247330,Y,A8345588,NULL,NULL,493.01,ICD9CM,PT,493.01,"Extrinsic asthma with status asthmaticus",0,N,256
C0155880,ENG,P,L0182748,PF,S0247331,Y,A12059994,NULL,NULL,NULL,MTH,PN,NOCODE,"Intrinsic asthma",0,N,256
C0155880,ENG,P,L0182748,VCW,S8756427,Y,A18577482,0000058313,0000017539,NULL,CHV,SY,0000017539,"asthma intrinsic",0,N,NULL
C0155880,ENG,S,L6193271,VW,S11918989,Y,A18577483,0000058316,0000017539,NULL,CHV,SY,0000017539,"nonallergic asthma",0,N,256
C0155880,ENG,P,L0182748,VC,S0420779,Y,A18614741,0000058315,0000017539,NULL,CHV,PT,0000017539,"intrinsic asthma",0,N,256
C0155880,ENG,S,L6193271,PF,S11852847,Y,A18633297,0000058314,0000017539,NULL,CHV,SY,0000017539,"asthma nonallergic",0,N,NULL
C0155880,ENG,P,L0182748,PF,S0247331,N,A8345589,NULL,NULL,493.1,ICD9CM,HT,493.1,"Intrinsic asthma",0,N,256
C0155882,ENG,S,L6714339,PF,S11074942,Y,A16987952,NULL,NULL,493.11,ICD9CM,AB,493.11,"Int asthma w status asth",0,Y,NULL
C0155882,ENG,P,L0182750,PF,S0247333,Y,A8345591,NULL,NULL,493.11,ICD9CM,PT,493.11,"Intrinsic asthma with status asthmaticus",0,N,256
C0155878,ENG,P,L0182746,PF,S0247329,Y,A13036094,NULL,NULL,NULL,MTH,PN,NOCODE,"Extrinsic asthma without mention of status asthmaticus",0,N,256
C0155878,ENG,S,L0182745,PF,S0642834,Y,A16978469,NULL,NULL,493.00,ICD9CM,AB,493.00,"Extrinsic asthma NOS",0,Y,NULL
C0155878,ENG,S,L10832737,PF,S13468378,Y,A20880350,NULL,NULL,493.00,ICD9CM,PT,493.00,"Extrinsic asthma, unspecified",0,N,256
C0155878,ENG,P,L0182746,PF,S0247329,N,A20883756,NULL,NULL,493.00,MTHICD9,ET,493.00,"Extrinsic asthma without mention of status asthmaticus",0,N,256
C0155881,ENG,P,L0182749,PF,S0247332,Y,A13070319,NULL,NULL,NULL,MTH,PN,NOCODE,"Intrinsic asthma without mention of status asthmaticus",0,N,256
C0155881,ENG,S,L0182748,PF,S0669507,Y,A16976116,NULL,NULL,493.10,ICD9CM,AB,493.10,"Intrinsic asthma NOS",0,Y,NULL
C0155881,ENG,S,L10834027,PF,S13468913,Y,A20885235,NULL,NULL,493.10,ICD9CM,PT,493.10,"Intrinsic asthma, unspecified",0,N,256
C0155881,ENG,P,L0182749,PF,S0247332,N,A20885727,NULL,NULL,493.10,MTHICD9,ET,493.10,"Intrinsic asthma without mention of status asthmaticus",0,N,256
C0155886,ENG,P,L0182754,PF,S0247337,Y,A13026526,NULL,NULL,NULL,MTH,PN,NOCODE,"Asthma, unspecified type, without mention of status asthmaticus",0,N,NULL
C0155886,ENG,S,L0004096,PF,S0593558,Y,A16980884,NULL,NULL,493.90,ICD9CM,AB,493.90,"Asthma NOS",0,Y,NULL
C0155886,ENG,S,L10834243,PF,S13467548,Y,A20879362,NULL,NULL,493.90,ICD9CM,PT,493.90,"Asthma, unspecified type, unspecified",0,N,NULL
C0155886,ENG,P,L0182754,PF,S0247337,N,A20881810,NULL,NULL,493.90,MTHICD9,ET,493.90,"Asthma, unspecified type, without mention of status asthmaticus",0,N,NULL
C0549336,ENG,P,L1030481,PF,S11852818,Y,A18621564,0000113216,0000038975,NULL,CHV,PT,0000038975,"asthma aggravated",0,N,256
C0549336,ENG,P,L1030481,VW,S11846576,Y,A18658750,0000113215,0000038975,NULL,CHV,SY,0000038975,"aggravated asthma",0,N,256
C0347950,ENG,P,L0516697,PF,S0593559,Y,A10758719,NULL,NULL,NULL,MTH,PN,NOCODE,"Asthma attack",0,N,256
C0347950,ENG,S,L1370427,PF,S11852857,Y,A18637870,0000094536,0000031154,NULL,CHV,SY,0000031154,"asthmatic attack",0,N,256
C0347950,ENG,P,L0516697,VC,S11852824,Y,A18656373,0000094534,0000031154,NULL,CHV,PT,0000031154,"asthma attack",0,N,256
C0347950,ENG,P,L0516697,VO,S11852823,Y,A18693328,0000094535,0000031154,NULL,CHV,SY,0000031154,"asthma attacks",0,N,NULL
C0006266,ENG,P,L0006266,PF,S0020735,Y,A0032857,NULL,M0002967,D001986,MSH,MH,D001986,"Bronchial Spasm",0,N,256
C0006266,ENG,P,L0006266,VO,S0020736,Y,A0032858,NULL,M0002967,D001986,MSH,PM,D001986,"Bronchial Spasms",0,N,NULL
C0006266,ENG,S,L0006292,VO,S0020786,Y,A0032948,NULL,M0002967,D001986,MSH,PM,D001986,Bronchospasms,0,N,256
C0006266,ENG,P,L0006266,VW,S0087138,Y,A0118127,NULL,M0002967,D001986,MSH,PM,D001986,"Spasm, Bronchial",0,N,256
C0006266,ENG,P,L0006266,VO,S0087145,Y,A0118137,NULL,M0002967,D001986,MSH,PM,D001986,"Spasms, Bronchial",0,N,256
C0006266,ENG,S,L0006292,VC,S0358267,N,A0393766,NULL,NULL,NULL,COSTAR,PT,125,BRONCHOSPASM,0,N,256
C0006266,ENG,S,L0006292,VC,S0358267,N,A0393767,NULL,NULL,NULL,CST,GT,ASTHMA,BRONCHOSPASM,0,N,256
C0006266,ENG,S,L0006292,VC,S0358267,Y,A0393768,NULL,NULL,NULL,DXP,SY,NOCODE,BRONCHOSPASM,0,N,256
C0006266,ENG,P,L0006266,VC,S0359747,N,A0396018,NULL,NULL,NULL,LCH,PT,U000690,"Bronchial spasm",0,N,256
C0006266,ENG,P,L0006266,VCW,S0402390,Y,A0455584,NULL,NULL,NULL,CST,GT,ASTHMA,"SPASM BRONCHIAL",0,N,NULL
C0006266,ENG,S,L0006292,VC,S0415932,N,A0475091,NULL,NULL,NULL,AOD,DE,0000005449,bronchospasm,0,N,256
C0006266,ENG,S,L0006292,VC,S0415932,N,A0475093,NULL,NULL,2596-1898,CSP,PT,2596-1898,bronchospasm,0,N,256
C0006266,ENG,S,L0006292,VO,S1627712,Y,A10862987,NULL,NULL,519.11,MTHICD9,ET,519.11,"Bronchospasm NOS",0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,N,A11936791,NULL,NULL,MTHU001731,OMIM,PTCS,MTHU001731,Bronchospasm,0,N,256
C0006266,ENG,S,L7658450,PF,S8867674,Y,A17898624,NULL,N0000000617,NULL,NDFRT,FN,N0000000617,"Bronchial Spasm [Disease/Finding]",0,N,NULL
C0006266,ENG,S,L0006292,PF,S0020783,N,A17922917,NULL,N0000000617,NULL,NDFRT,SY,N0000000617,Bronchospasm,0,N,256
C0006266,ENG,P,L0006266,PF,S0020735,N,A17970872,NULL,N0000000617,NULL,NDFRT,PT,N0000000617,"Bronchial Spasm",0,N,256
C0006266,ENG,P,L0006266,VO,S11860691,Y,A18553203,0000006321,0000002183,NULL,CHV,SY,0000002183,"bronchial spasms",0,N,256
C0006266,ENG,P,L0006266,VC,S1214353,Y,A18571644,0000006320,0000002183,NULL,CHV,SY,0000002183,"bronchial spasm",0,N,256
C0006266,ENG,S,L0006292,VO,S11860773,Y,A18571645,0000006323,0000002183,NULL,CHV,SY,0000002183,bronchospasms,0,N,256
C0006266,ENG,S,L0006292,VC,S0415932,Y,A18608919,0000006322,0000002183,NULL,CHV,PT,0000002183,bronchospasm,0,N,256
C0006266,ENG,P,L0006266,VC,S0359747,Y,A23864778,NULL,sh85017079,NULL,LCH_NW,PT,sh85017079,"Bronchial spasm",0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,N,A23879956,NULL,C34439,NULL,NCI_CTCAE,PT,E13352,Bronchospasm,0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,N,A24367425,NULL,C34439,NULL,NCI_NICHD,PT,C34439,Bronchospasm,0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,N,A24370313,NULL,C34439,NULL,NCI_FDA,PT,2598,Bronchospasm,0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,Y,A26668059,NULL,M0002967,D001986,MSH,ET,D001986,Bronchospasm,0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,N,A28255546,NULL,NULL,HP:0025428,HPO,PT,HP:0025428,Bronchospasm,0,N,256
C0006266,ENG,S,L0006292,PF,S0020783,N,A7569239,NULL,C34439,NULL,NCI,PT,C34439,Bronchospasm,0,N,256
C0006277,ENG,P,L0006277,VO,S0020754,Y,A0032888,NULL,M0002972,D001991,MSH,PM,D001991,Bronchitides,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A0032891,NULL,NULL,NULL,LCH,PT,U000692,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A0032893,NULL,M0002972,D001991,MSH,MH,D001991,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,Y,A0032894,NULL,NULL,NULL,MTH,PN,NOCODE,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A0032895,NULL,NULL,NULL,MTH,PT,U002801,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,VC,S0358254,N,A0393746,NULL,NULL,NULL,COSTAR,PT,124,BRONCHITIS,0,N,256
C0006277,ENG,P,L0006277,VC,S0358254,N,A0393747,NULL,NULL,NULL,CST,PT,BRONCHITIS,BRONCHITIS,0,N,256
C0006277,ENG,P,L0006277,VC,S0358254,Y,A0393748,NULL,NULL,NULL,DXP,FI,U000487,BRONCHITIS,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A11940793,NULL,NULL,MTHU004684,OMIM,PTCS,MTHU004684,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,VC,S1429044,N,A1388648,NULL,NULL,NULL,AOD,DE,0000005448,bronchitis,0,N,256
C0006277,ENG,P,L0006277,VO,S0605288,Y,A16976114,NULL,NULL,490,ICD9CM,AB,490,"Bronchitis NOS",0,Y,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A17970669,NULL,N0000000622,NULL,NDFRT,PT,N0000000622,Bronchitis,0,N,256
C0006277,ENG,S,L7675765,PF,S8867680,Y,A17994702,NULL,N0000000622,NULL,NDFRT,FN,N0000000622,"Bronchitis [Disease/Finding]",0,N,NULL
C0006277,ENG,P,L0006277,VC,S1429044,Y,A18683084,0000006344,0000002189,NULL,CHV,PT,0000002189,bronchitis,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A21143681,NULL,NULL,NULL,MEDLINEPLUS,ET,5755,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A21145341,NULL,NULL,NULL,MEDLINEPLUS,ET,1608,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A23869704,NULL,sh85017081,NULL,LCH_NW,PT,sh85017081,Bronchitis,0,N,256
C0006277,ENG,P,L0006277,VC,S1429044,N,A23886426,NULL,C2911,NULL,NCI_NCI-GLOSS,PT,CDR0000046495,bronchitis,0,N,256
C0006277,ENG,S,L2229055,PF,S2567209,Y,A23921947,NULL,C2911,NULL,NCI_CTCAE,PT,E11323,"Bronchial infection",0,N,256
C0006277,ENG,P,L0006277,PF,S0020755,N,A24102656,NULL,LA16983-1,NULL,LNC,LA,LA16983-1,Bronchitis,0,N,256
