CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF
C0035243,ENG,S,L0215827,VCW,S1784842,N,A23870935,NULL,sh91002859,NULL,LCH_NW,PT,sh91002859,"Respiratory infections",0,N,256
C0035243,ENG,P,L0035243,VO,S1328833,Y,A24683615,NULL,NULL,HP:0011947,HPO,PT,HP:0011947,"Respiratory tract infection",0,N,256
C0035243,ENG,S,L0215827,VO,S1642520,Y,A24683616,NULL,NULL,HP:0011947,HPO,SY,HP:0011947,"Respiratory infection",0,N,256
C0035243,ENG,S,L0215827,VCW,S1784842,N,A26483768,NULL,NULL,NULL,CCS_10,MD,8.1,"Respiratory infections",0,N,256
C0035243,ENG,S,L0215827,VCW,S1784842,Y,A26513254,NULL,NULL,HP:0011947,HPO,ET,HP:0011947,"Respiratory infections",0,N,256
C0035243,ENG,S,L0215827,VW,S0400165,Y,A26596120,NULL,M0018919,D012141,MSH,ET,D012141,"Respiratory Infections",0,N,256
C0035243,ENG,S,L0215827,PF,S0380049,Y,A26647439,NULL,M0018919,D012141,MSH,ET,D012141,"Infections, Respiratory",0,N,NULL
C0035243,ENG,P,L0035243,VW,S0052589,Y,A26674329,NULL,M0018919,D012141,MSH,ET,D012141,"Infections, Respiratory Tract",0,N,NULL
C0035243,ENG,P,L0035243,VO,S1328833,N,A28254711,NULL,NULL,HP:0011947,HPO,SY,HP:0011947,"Respiratory tract infection",0,N,256
C0042769,ENG,S,L0042728,VO,S0003513,N,A0009174,NULL,NULL,NULL,CCS,MD,1.3,"Viral infection",0,N,256
C0042769,ENG,S,L0042728,VO,S0003513,N,A0009175,NULL,NULL,NULL,CCS,SD,7,"Viral infection",0,N,256
C0042769,ENG,S,L0297007,VO,S0033946,Y,A0049907,NULL,M0022758,D014777,MSH,PM,D014777,"Disease, Viral",0,N,NULL
C0042769,ENG,P,L0042769,VO,S0033948,Y,A0049909,NULL,M0022758,D014777,MSH,PM,D014777,"Disease, Virus",0,N,NULL
C0042769,ENG,S,L0297007,VW,S0034279,Y,A0050145,NULL,M0022758,D014777,MSH,PM,D014777,"Diseases, Viral",0,N,NULL
C0042769,ENG,P,L0042769,VW,S0034281,Y,A0050147,NULL,M0022758,D014777,MSH,PM,D014777,"Diseases, Virus",0,N,NULL
C0042769,ENG,S,L0297007,VO,S0098442,N,A0132583,NULL,M0022758,D014777,MSH,PM,D014777,"Viral Disease",0,N,256
C0042769,ENG,P,L0042769,VO,S0098563,Y,A0132715,NULL,M0022758,D014777,MSH,PM,D014777,"Virus Disease",0,N,256
C0042769,ENG,P,L0042769,PF,S0098566,N,A0132717,NULL,M0022758,D014777,MSH,MH,D014777,"Virus Diseases",0,N,256
C0042769,ENG,P,L0042769,PF,S0098566,Y,A0132718,NULL,NULL,NULL,MTH,PN,NOCODE,"Virus Diseases",0,N,256
C0042769,ENG,P,L0042769,PF,S0098566,N,A0132719,NULL,NULL,NULL,MTH,PT,789,"Virus Diseases",0,N,256
C0042769,ENG,S,L0042728,VO,S0379088,Y,A0422821,NULL,NULL,NULL,CST,GT,"INFECT VIRAL","INFECTION VIRAL",0,N,NULL
C0042769,ENG,S,L0042728,VO,S0412112,N,A0469711,NULL,NULL,NULL,COSTAR,PT,U000723,"VIRAL INFECTION",0,N,256
C0042769,ENG,S,L0042728,VO,S0412112,Y,A0469712,NULL,NULL,NULL,CST,PT,"INFECT VIRAL","VIRAL INFECTION",0,N,256
C0042769,ENG,P,L0042769,VC,S0412909,N,A0470811,NULL,NULL,NULL,LCH,PT,U004960,"Virus diseases",0,N,256
C0042769,ENG,P,L0042769,VO,S0427311,Y,A0491595,NULL,NULL,3099-8150,CSP,PT,3099-8150,"virus disease",0,N,256
C0042769,ENG,S,L0042729,VC,S0516947,Y,A0590728,NULL,NULL,NULL,COSTAR,PT,NOCODE,"Viral Infectious Disease",0,N,256
C0042769,ENG,S,L6328680,PF,S7246577,Y,A12069261,NULL,M0022758,D014777,MSH,DEV,D014777,"VIRUS DIS",0,Y,NULL
C0042769,ENG,S,L6529275,PF,S7606917,Y,A12072961,NULL,M0022758,D014777,MSH,DEV,D014777,"VIRAL DIS",0,Y,NULL
C0042769,ENG,S,L0042728,VO,S1423673,N,A1383364,NULL,NULL,3099-7852,CSP,ET,3099-7852,"viral infection",0,N,256
C0042769,ENG,S,L0042728,VO,S1423673,N,A1383365,NULL,NULL,3099-8150,CSP,ET,3099-8150,"viral infection",0,N,256
C0042769,ENG,S,L0297007,VO,S1431602,N,A1391261,NULL,NULL,NULL,AOD,DE,0000004796,"viral disease",0,N,256
C0042769,ENG,S,L0042728,VO,S1423673,N,A14252239,NULL,NULL,GO:0016032,GO,ET,GO:0016032,"viral infection",0,N,256
C0042769,ENG,S,L0297007,PF,S0098443,N,A17922382,NULL,N0000003128,NULL,NDFRT,SY,N0000003128,"Viral Diseases",0,N,256
C0042769,ENG,S,L7671016,PF,S8863723,Y,A18042154,NULL,N0000003128,NULL,NDFRT,FN,N0000003128,"Virus Diseases [Disease/Finding]",0,N,NULL
C0042769,ENG,P,L0042769,PF,S0098566,N,A18066287,NULL,N0000003128,NULL,NDFRT,PT,N0000003128,"Virus Diseases",0,N,256
C0042769,ENG,S,L0308150,VO,S1865551,N,A1812072,NULL,NULL,NULL,AOD,NP,0000023159,"virus infection",0,N,256
C0042769,ENG,S,L0308150,VO,S1865551,Y,A1812073,NULL,NULL,3099-7852,CSP,ET,3099-7852,"virus infection",0,N,256
C0042769,ENG,S,L0308150,VO,S1865551,N,A1812074,NULL,NULL,3099-8150,CSP,ET,3099-8150,"virus infection",0,N,256
C0042769,ENG,S,L0042729,PF,S11951653,Y,A18557676,0000046592,0000013022,NULL,CHV,SY,0000013022,"viral infectious disease",0,N,256
C0042769,ENG,S,L0297007,VO,S1431602,Y,A18594702,0000046586,0000013022,NULL,CHV,SY,0000013022,"viral disease",0,N,256
C0042769,ENG,S,L0042728,VO,S1423673,Y,A18594703,0000046590,0000013022,NULL,CHV,PT,0000013022,"viral infection",0,N,256
C0042769,ENG,S,L0012640,PF,S11878482,Y,A18650523,0000046576,0000013022,NULL,CHV,SY,0000013022,"diseases caused by viruses",0,N,NULL
C0042769,ENG,S,L1016677,VC,S11951637,Y,A18650524,0000046588,0000013022,NULL,CHV,SY,0000013022,"viral disorder",0,N,256
C0042769,ENG,P,L0042769,VO,S0427311,N,A18669012,0000046593,0000013022,NULL,CHV,SY,0000013022,"virus disease",0,N,256
C0042769,ENG,S,L0297007,VC,S11951636,Y,A18687501,0000046587,0000013022,NULL,CHV,SY,0000013022,"viral diseases",0,N,256
C0042769,ENG,S,L0042728,VO,S11951651,Y,A18687502,0000046591,0000013022,NULL,CHV,SY,0000013022,"viral infection nos",0,N,NULL
C0042769,ENG,S,L0308150,VO,S1865551,N,A18687503,0000046595,0000013022,NULL,CHV,SY,0000013022,"virus infection",0,N,256
C0042769,ENG,S,L1016677,PF,S13031338,Y,A20247509,NULL,C3439,NULL,NCI,SY,C3439,"Viral Disorder",0,N,256
C0042769,ENG,S,L0297007,VO,S0098442,Y,A20253579,NULL,C3439,NULL,NCI,SY,C3439,"Viral Disease",0,N,256
C0042769,ENG,S,L0042728,PF,S5926561,N,A21142856,NULL,NULL,NULL,MEDLINEPLUS,PT,454,"Viral Infections",0,N,256
C0042769,ENG,S,L0042728,VW,S5926735,Y,A21142858,NULL,NULL,NULL,MEDLINEPLUS,ET,454,"Infections, Viral",0,N,256
C0042769,ENG,P,L0042769,VC,S0412909,Y,A23862541,NULL,sh85143818,NULL,LCH_NW,PT,sh85143818,"Virus diseases",0,N,256
C0042769,ENG,S,L0042728,VO,S4179877,N,A24361236,NULL,C3439,NULL,NCI_NICHD,PT,C3439,"Viral Infection",0,N,256
C0042769,ENG,S,L0042728,VO,S6939941,Y,A24367696,NULL,C3439,NULL,NCI_FDA,PT,2248,"Infection, Viral",0,N,256
C0042769,ENG,S,L0042728,VO,S4179877,N,A24369930,NULL,C3439,NULL,NCI_FDA,SY,2248,"Viral Infection",0,N,256
C0042769,ENG,S,L0297007,VO,S0098442,N,A24376711,NULL,C3439,NULL,NCI_NICHD,SY,C3439,"Viral Disease",0,N,256
C0042769,ENG,S,L0042728,VO,S0003513,Y,A26483313,NULL,NULL,NULL,CCS_10,MD,1.3,"Viral infection",0,N,256
C0042769,ENG,S,L0042728,VO,S0003513,N,A26483956,NULL,NULL,NULL,CCS_10,SD,7,"Viral infection",0,N,256
C0042769,ENG,S,L0297007,PF,S0098443,Y,A26666426,NULL,M0022758,D014777,MSH,ET,D014777,"Viral Diseases",0,N,256
C0042769,ENG,S,L0042728,VO,S4179877,N,A27186048,NULL,M0022758,D014777,MSH,PM,D014777,"Viral Infection",0,N,256
C0042769,ENG,S,L0308150,VW,S16502560,Y,A27187646,NULL,M0022758,D014777,MSH,PM,D014777,"Infections, Virus",0,N,NULL
C0042769,ENG,S,L0308150,VO,S16502553,Y,A27189311,NULL,M0022758,D014777,MSH,PM,D014777,"Infection, Virus",0,N,NULL
C0042769,ENG,S,L0042728,VW,S5926735,N,A27192652,NULL,M0022758,D014777,MSH,PM,D014777,"Infections, Viral",0,N,256
C0042769,ENG,S,L0308150,PF,S16506926,Y,A27192653,NULL,M0022758,D014777,MSH,ET,D014777,"Virus Infections",0,N,256
C0042769,ENG,S,L0042728,PF,S5926561,Y,A27194356,NULL,M0022758,D014777,MSH,ET,D014777,"Viral Infections",0,N,256
C0042769,ENG,S,L0308150,VO,S16506927,Y,A27194357,NULL,M0022758,D014777,MSH,PM,D014777,"Virus Infection",0,N,256
C0042769,ENG,S,L0042728,VO,S6939941,N,A27195968,NULL,M0022758,D014777,MSH,PM,D014777,"Infection, Viral",0,N,256
C0042769,ENG,S,L0042728,PF,S5926561,N,A27415023,NULL,N0000003128,NULL,NDFRT,SY,N0000003128,"Viral Infections",0,N,256
C0042769,ENG,S,L0308150,PF,S16506926,N,A27418824,NULL,N0000003128,NULL,NDFRT,SY,N0000003128,"Virus Infections",0,N,256
C0042769,ENG,S,L0042728,VC,S16823072,Y,A27816099,NULL,NULL,MTHU054517,OMIM,PTCS,MTHU054517,"Viral infections",0,N,256
C0042769,ENG,S,L0042728,VO,S4179877,Y,A7629123,NULL,C3439,NULL,NCI,PT,C3439,"Viral Infection",0,N,256
C0042769,ENG,S,L0042728,VO,S0755924,Y,A8363805,NULL,NULL,079.99,MTHICD9,ET,079.99,"Viral infection NOS",0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A0073799,NULL,NULL,NULL,CCS,MD,8.1.2,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A0073800,NULL,NULL,NULL,CCS,SD,123,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A0073803,NULL,NULL,NULL,LCH,PT,U002431,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,Y,A0073807,NULL,NULL,NULL,MTH,PN,U002008,Influenza,0,N,256
C0021400,ENG,P,L0021400,VO,S0052740,Y,A0073832,NULL,M0011309,D007251,MSH,PM,D007251,Influenzas,0,N,256
C0021400,ENG,S,L0161536,VC,S0225700,Y,A0247343,NULL,NULL,NULL,CST,PT,"FLU SYND","FLU SYNDROME",0,N,256
C0021400,ENG,S,L0016270,VC,S0371819,N,A0412457,NULL,NULL,NULL,CST,GT,"FLU SYND",FLU,0,N,256
C0021400,ENG,S,L0016270,VC,S0371819,Y,A0412458,NULL,NULL,NULL,DXP,SY,NOCODE,FLU,0,N,256
C0021400,ENG,S,L0018238,VO,S0374316,Y,A0415883,NULL,NULL,NULL,DXP,SY,NOCODE,GRIP,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,N,A0422865,NULL,NULL,NULL,COSTAR,PT,417,INFLUENZA,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,Y,A0422866,NULL,NULL,NULL,DXP,DI,U000934,INFLUENZA,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,N,A0422867,NULL,NULL,NULL,DXP,FI,U002094,INFLUENZA,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,N,A0422869,NULL,NULL,NULL,QMR,PT,R0121650,INFLUENZA,0,N,256
C0021400,ENG,S,L0161536,VCW,S0403048,Y,A0456360,NULL,NULL,NULL,CST,GT,"FLU SYND","SYNDROME FLU",0,N,256
C0021400,ENG,P,L0021400,VC,S0420580,Y,A0481781,NULL,NULL,3100-0019,CSP,PT,3100-0019,influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A10761239,NULL,C53482,NULL,NCI,PT,C53482,Influenza,0,N,256
C0021400,ENG,S,L7651683,PF,S8883134,Y,A17894049,NULL,N0000171628,NULL,NDFRT,FN,N0000171628,"Influenza, Human [Disease/Finding]",0,N,NULL
C0021400,ENG,S,L5562119,PF,S6359617,N,A17918426,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,"Human Flu",0,N,256
C0021400,ENG,S,L5648381,VO,S6469028,N,A17942222,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,"Influenza in Humans",0,N,256
C0021400,ENG,S,L5648381,VW,S6468900,N,A18014165,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,"Human Influenza",0,N,NULL
C0021400,ENG,S,L5648381,PF,S6469030,N,A18014168,NULL,N0000171628,NULL,NDFRT,PT,N0000171628,"Influenza, Human",0,N,256
C0021400,ENG,S,L0018238,PF,S0046068,N,A18062200,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,Grippe,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A18062201,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,Influenza,0,N,256
C0021400,ENG,P,L0021400,VO,S8017186,Y,A18401149,NULL,LP28598-8,NULL,LNC,LPN,LP28598-8,Influenzae,0,N,256
C0021400,ENG,S,L0161536,PF,S11889513,Y,A18610733,0000023168,0000006710,NULL,CHV,SY,0000006710,"flu syndrome",0,N,256
C0021400,ENG,S,L9551629,PF,S11889697,Y,A18610734,0000023170,0000006710,NULL,CHV,SY,0000006710,flus,0,N,256
C0021400,ENG,P,L0021400,VC,S0420580,N,A18629310,0000023172,0000006710,NULL,CHV,SY,0000006710,influenza,0,N,256
C0021400,ENG,S,L0016270,PF,S1227542,Y,A18647942,0000023167,0000006710,NULL,CHV,PT,0000006710,flu,0,N,256
C0021400,ENG,P,L0021400,VO,S11902278,Y,A18647943,0000023173,0000006710,NULL,CHV,SY,0000006710,influenzas,0,N,256
C0021400,ENG,S,L0018238,VC,S1229524,Y,A18666520,0000023171,0000006710,NULL,CHV,SY,0000006710,grippe,0,N,256
C0021400,ENG,S,L0016270,VC,S0003527,Y,A21143003,NULL,NULL,NULL,MEDLINEPLUS,PT,299,Flu,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A21143004,NULL,NULL,NULL,MEDLINEPLUS,ET,299,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A21143809,NULL,NULL,NULL,MEDLINEPLUS,SY,299,Influenza,0,N,256
C0021400,ENG,S,L0018238,PF,S0046068,N,A21143810,NULL,NULL,NULL,MEDLINEPLUS,ET,299,Grippe,0,N,256
C0021400,ENG,S,L0018238,PF,S0046068,N,A21144193,NULL,NULL,NULL,MEDLINEPLUS,SY,299,Grippe,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A23870134,NULL,sh85066127,NULL,LCH_NW,PT,sh85066127,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A23897354,NULL,C53482,NULL,NCI_NICHD,PT,C53482,Influenza,0,N,256
C0021400,ENG,S,L0016270,VC,S0003527,N,A23922583,NULL,C53482,NULL,NCI_NICHD,SY,C53482,Flu,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A26483668,NULL,NULL,NULL,CCS_10,SD,123,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A26625479,NULL,M0011309,D007251,MSH,ET,D007251,Influenza,0,N,256
C0021400,ENG,S,L5648381,VW,S6468900,Y,A26628227,NULL,M0011309,D007251,MSH,ET,D007251,"Human Influenza",0,N,NULL
C0021400,ENG,S,L5562119,PF,S6359617,Y,A26657813,NULL,M0011309,D007251,MSH,ET,D007251,"Human Flu",0,N,256
C0021400,ENG,S,L5648381,VO,S6469028,Y,A26663130,NULL,M0011309,D007251,MSH,ET,D007251,"Influenza in Humans",0,N,256
C0021400,ENG,S,L0018238,PF,S0046068,Y,A26668496,NULL,M0011309,D007251,MSH,ET,D007251,Grippe,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A8340394,NULL,NULL,487,ICD9CM,HT,487,Influenza,0,N,256
C0021400,ENG,P,L0021400,VO,S0667823,Y,A8360052,NULL,NULL,487.1,MTHICD9,ET,487.1,"Influenza NOS",0,N,256
C0021400,ENG,S,L5562119,VW,S6357558,Y,A8411212,NULL,M0011309,D007251,MSH,PM,D007251,"Flu, Human",0,N,NULL
C0021400,ENG,S,L5648381,VO,S6468899,Y,A8599253,NULL,M0011309,D007251,MSH,PM,D007251,"Human Influenzas",0,N,NULL
C0021400,ENG,S,L5648381,VO,S6469029,Y,A8599383,NULL,M0011309,D007251,MSH,PM,D007251,"Influenza in Human",0,N,256
C0021400,ENG,S,L5648381,PF,S6469030,Y,A8599384,NULL,M0011309,D007251,MSH,MH,D007251,"Influenza, Human",0,N,256
C0021400,ENG,S,L5648381,VO,S6469031,Y,A8599385,NULL,M0011309,D007251,MSH,PM,D007251,"Influenzas, Human",0,N,256
C0029341,ENG,S,L0029346,VO,S0000815,Y,A0002242,NULL,M0015469,D009975,MSH,PM,D009975,Orthomyxovirus,0,N,256
C0029341,ENG,P,L0029341,PF,S0069392,N,A0095507,NULL,NULL,NULL,AOD,DE,0000016154,Orthomyxoviridae,0,N,256
C0029341,ENG,P,L0029341,PF,S0069392,N,A0095508,NULL,NULL,3117-7684,CSP,PT,3117-7684,Orthomyxoviridae,0,N,256
C0029341,ENG,P,L0029341,PF,S0069392,N,A0095509,NULL,M0015469,D009975,MSH,MH,D009975,Orthomyxoviridae,0,N,256
C0029341,ENG,P,L0029341,PF,S0069392,Y,A0095510,NULL,NULL,NULL,MTH,PN,NOCODE,Orthomyxoviridae,0,N,256
C0029341,ENG,P,L0029341,PF,S0069392,N,A0095511,NULL,11308,NULL,NCBI,SCN,11308,Orthomyxoviridae,0,N,256
C0029341,ENG,S,L0021410,VO,S0380276,Y,A0424451,NULL,M0015469,D009975,MSH,PM,D009975,"Influenza Virus",0,N,256
C0029341,ENG,P,L0029341,PF,S0069392,N,A10761863,NULL,C53453,NULL,NCI,PT,C53453,Orthomyxoviridae,0,N,256
C0029341,ENG,S,L6196689,PF,S1434451,N,A1394173,NULL,NULL,NULL,AOD,DE,0000016155,influenzavirus,0,N,256
C0029341,ENG,S,L0021410,VO,S11951726,Y,A18555763,0000029880,0000008453,NULL,CHV,SY,0000008453,"virus influenza",0,N,256
C0029341,ENG,P,L0029341,VC,S11921812,Y,A18574436,0000031976,0000009046,NULL,CHV,SY,0000009046,orthomyxoviridae,0,N,256
C0029341,ENG,S,L0021410,VO,S11951726,N,A18593083,0000031979,0000009046,NULL,CHV,SY,0000009046,"virus influenza",0,N,256
C0029341,ENG,S,L0021410,VO,S1231581,Y,A18611501,0000029877,0000008453,NULL,CHV,PT,0000008453,"influenza virus",0,N,256
C0029341,ENG,S,L6196689,PF,S1434451,Y,A18648901,0000031975,0000009046,NULL,CHV,SY,0000009046,influenzavirus,0,N,256
C0029341,ENG,S,L0029346,VO,S0526294,Y,A18648902,0000031977,0000009046,NULL,CHV,SY,0000009046,orthomyxovirus,0,N,256
C0029341,ENG,S,L0021410,VO,S1231581,N,A18685903,0000031974,0000009046,NULL,CHV,PT,0000009046,"influenza virus",0,N,256
C0029341,ENG,S,L0021410,VC,S14441634,Y,A23866873,NULL,sh85066133,NULL,LCH_NW,PT,sh85066133,"Influenza viruses",0,N,256
C0029341,ENG,S,L0029346,PF,S0069397,N,A23868644,NULL,sh85089456,NULL,LCH_NW,PT,sh85089456,Orthomyxoviruses,0,N,256
C0029341,ENG,S,L0029346,PF,S0069397,Y,A26595935,NULL,M0015469,D009975,MSH,ET,D009975,Orthomyxoviruses,0,N,256
C0029341,ENG,S,L0021410,PF,S0052728,Y,A26671424,NULL,M0015469,D009975,MSH,ET,D009975,"Influenza Viruses",0,N,256
C0599037,ENG,P,L1121068,PF,S1345923,Y,A1305725,NULL,NULL,3099-9876,CSP,ET,3099-9876,"Myxovirus disease",0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A0073799,NULL,NULL,NULL,CCS,MD,8.1.2,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A0073800,NULL,NULL,NULL,CCS,SD,123,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A0073803,NULL,NULL,NULL,LCH,PT,U002431,Influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,Y,A0073807,NULL,NULL,NULL,MTH,PN,U002008,Influenza,0,N,256
C0021400,ENG,P,L0021400,VO,S0052740,Y,A0073832,NULL,M0011309,D007251,MSH,PM,D007251,Influenzas,0,N,256
C0021400,ENG,S,L0161536,VC,S0225700,Y,A0247343,NULL,NULL,NULL,CST,PT,"FLU SYND","FLU SYNDROME",0,N,256
C0021400,ENG,S,L0016270,VC,S0371819,N,A0412457,NULL,NULL,NULL,CST,GT,"FLU SYND",FLU,0,N,256
C0021400,ENG,S,L0016270,VC,S0371819,Y,A0412458,NULL,NULL,NULL,DXP,SY,NOCODE,FLU,0,N,256
C0021400,ENG,S,L0018238,VO,S0374316,Y,A0415883,NULL,NULL,NULL,DXP,SY,NOCODE,GRIP,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,N,A0422865,NULL,NULL,NULL,COSTAR,PT,417,INFLUENZA,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,Y,A0422866,NULL,NULL,NULL,DXP,DI,U000934,INFLUENZA,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,N,A0422867,NULL,NULL,NULL,DXP,FI,U002094,INFLUENZA,0,N,256
C0021400,ENG,P,L0021400,VC,S0379121,N,A0422869,NULL,NULL,NULL,QMR,PT,R0121650,INFLUENZA,0,N,256
C0021400,ENG,S,L0161536,VCW,S0403048,Y,A0456360,NULL,NULL,NULL,CST,GT,"FLU SYND","SYNDROME FLU",0,N,256
C0021400,ENG,P,L0021400,VC,S0420580,Y,A0481781,NULL,NULL,3100-0019,CSP,PT,3100-0019,influenza,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A10761239,NULL,C53482,NULL,NCI,PT,C53482,Influenza,0,N,256
C0021400,ENG,S,L7651683,PF,S8883134,Y,A17894049,NULL,N0000171628,NULL,NDFRT,FN,N0000171628,"Influenza, Human [Disease/Finding]",0,N,NULL
C0021400,ENG,S,L5562119,PF,S6359617,N,A17918426,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,"Human Flu",0,N,256
C0021400,ENG,S,L5648381,VO,S6469028,N,A17942222,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,"Influenza in Humans",0,N,256
C0021400,ENG,S,L5648381,VW,S6468900,N,A18014165,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,"Human Influenza",0,N,NULL
C0021400,ENG,S,L5648381,PF,S6469030,N,A18014168,NULL,N0000171628,NULL,NDFRT,PT,N0000171628,"Influenza, Human",0,N,256
C0021400,ENG,S,L0018238,PF,S0046068,N,A18062200,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,Grippe,0,N,256
C0021400,ENG,P,L0021400,PF,S0052718,N,A18062201,NULL,N0000171628,NULL,NDFRT,SY,N0000171628,Influenza,0,N,256
