CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF
C0009353,ENG,P,L0009353,VW,S0220902,Y,A0244733,NULL,M0004797,D003100,MSH,PM,D003100,"Fracture, Colles'",0,N,256
C0009353,ENG,P,L0009353,VC,S0361298,Y,A0397947,NULL,NULL,NULL,DXP,SY,NOCODE,"COLLES FRACTURE",0,N,256
C0009353,ENG,P,L0009353,PF,S0026501,N,A17918733,NULL,N0000000809,NULL,NDFRT,PT,N0000000809,"Colles' Fracture",0,N,256
C0009353,ENG,S,L7654621,PF,S8871696,Y,A18038414,NULL,N0000000809,NULL,NDFRT,FN,N0000000809,"Colles' Fracture [Disease/Finding]",0,N,NULL
C0009353,ENG,S,L9524315,PF,S11869492,Y,A18609300,0000009638,0000003163,NULL,CHV,SY,0000003163,"colle fracture",0,N,256
C0009353,ENG,P,L0009353,VO,S11869526,Y,A18609301,0000009640,0000003163,NULL,CHV,SY,0000003163,"colles fractures",0,N,256
C0009353,ENG,P,L0009353,VC,S6651732,Y,A18646454,0000009639,0000003163,NULL,CHV,PT,0000003163,"colles fracture",0,N,256
C0009353,ENG,P,L0009353,VC,S1459043,Y,A18664985,0000009641,0000003163,NULL,CHV,SY,0000003163,"colles' fracture",0,N,NULL
C0009353,ENG,P,L0009353,PF,S0026501,N,A7569675,NULL,C26724,NULL,NCI,PT,C26724,"Colles' Fracture",0,N,256
C0015802,ENG,S,L0015812,VO,S0006108,Y,A0015045,NULL,NULL,NULL,COSTAR,PT,299,"FEMUR FRACTURE",0,N,256
C0015802,ENG,P,L0015802,VO,S0041022,Y,A0058624,NULL,M0008312,D005264,MSH,PM,D005264,"Femoral Fracture",0,N,NULL
C0015802,ENG,P,L0015802,PF,S0041023,Y,A0058625,NULL,M0008312,D005264,MSH,MH,D005264,"Femoral Fractures",0,N,256
C0015802,ENG,P,L0015802,PF,S0041023,N,A0058626,NULL,NULL,NULL,MTH,PT,299,"Femoral Fractures",0,N,256
C0015802,ENG,P,L0015802,VW,S0042718,Y,A0060784,NULL,M0008312,D005264,MSH,PM,D005264,"Fractures, Femoral",0,N,256
C0015802,ENG,P,L0015802,VO,S0373384,Y,A0414670,NULL,M0008312,D005264,MSH,PM,D005264,"Fracture, Femoral",0,N,256
C0015802,ENG,S,L0015812,VO,S0418737,Y,A0479147,NULL,NULL,1583-3745,CSP,PT,1583-3745,"femur fracture",0,N,256
C0015802,ENG,S,L0015812,VO,S0888146,Y,A0946601,NULL,NULL,NULL,ICPC,PT,L75,"Fracture femur",0,N,256
C0015802,ENG,P,L0015802,VC,S7506766,Y,A12018082,NULL,NULL,MTHU014695,OMIM,PTCS,MTHU014695,"Femoral fractures",0,N,256
C0015802,NOR,P,L1236088,PF,S1478034,Y,A1428509,NULL,NULL,NULL,ICPCNOR,PT,L75,"BRUDD LARHALS",0,N,NULL
C0015802,DAN,P,L1239304,PF,S1481250,Y,A1431650,NULL,NULL,NULL,ICPCDAN,PT,L75,Brud:lar,0,N,NULL
C0015802,SWE,P,L1252491,PF,S1494437,Y,A1444714,NULL,NULL,NULL,ICPCSWE,PT,L75,"FRAKTUR AV LARBENET",0,N,NULL
C0015802,POR,P,L1254142,PF,S1496088,Y,A1446371,NULL,NULL,NULL,ICPCPOR,PT,L75,"Fractura femur",0,N,NULL
C0015802,SPA,P,L1254147,PF,S1496093,Y,A1446376,NULL,NULL,NULL,ICPCSPA,PT,L75,"Fractura: femur",0,N,NULL
C0015802,FRE,P,L1254152,PF,S1496098,Y,A1446381,NULL,NULL,NULL,ICPCFRE,PT,L75,"Fracture femur",0,N,NULL
C0015802,DUT,P,L1254156,PF,S1496102,Y,A1446385,NULL,NULL,NULL,ICPCDUT,PT,L75,"Fractuur femur",0,N,NULL
C0015802,GER,P,L1254170,PF,S1496116,Y,A1446399,NULL,NULL,NULL,ICPCGER,PT,L75,"Fraktur Femur",0,N,NULL
C0015802,ITA,P,L1254302,PF,S1496248,Y,A1446531,NULL,NULL,NULL,ICPCITA,PT,L75,"Frattura femore",0,N,NULL
C0015802,FIN,P,L1291079,PF,S1533025,Y,A1482718,NULL,NULL,NULL,ICPCFIN,PT,L75,"REISILUUN MURTUMA",0,N,NULL
C0015802,HUN,P,L1313686,PF,S1555632,Y,A1504705,NULL,NULL,NULL,ICPCHUN,PT,L75,"femur fractura",0,N,NULL
C0015802,BAQ,P,L1523063,PF,S1818972,Y,A1770100,NULL,NULL,NULL,ICPCBAQ,PT,L75,"HAUSTURA: FEMURRA",0,N,NULL
C0015802,ENG,S,L7655360,PF,S8877728,Y,A17992244,NULL,N0000001226,NULL,NDFRT,FN,N0000001226,"Femoral Fractures [Disease/Finding]",0,N,NULL
C0015802,ENG,P,L0015802,PF,S0041023,N,A18040013,NULL,N0000001226,NULL,NDFRT,PT,N0000001226,"Femoral Fractures",0,N,256
C0015802,ENG,P,L0015802,VO,S11887892,Y,A18554277,0000016299,0000004952,NULL,CHV,SY,0000004952,"femoral fracture",0,N,256
C0015802,ENG,S,L0393568,PF,S11945636,Y,A18554278,0000016313,0000004952,NULL,CHV,SY,0000004952,"thigh fracture",0,N,256
C0015802,ENG,S,L0015812,VO,S11890650,Y,A18591410,0000016307,0000004952,NULL,CHV,PT,0000004952,"fracture of femur",0,N,256
C0015802,ENG,P,L0015802,VC,S11887891,Y,A18609976,0000016300,0000004952,NULL,CHV,SY,0000004952,"femoral fractures",0,N,256
C0015802,ENG,S,L0015812,VO,S0418737,N,A18609977,0000016301,0000004952,NULL,CHV,SY,0000004952,"femur fracture",0,N,256
C0015802,ENG,S,L0015812,VC,S11887952,Y,A18684141,0000016302,0000004952,NULL,CHV,SY,0000004952,"femur fractures",0,N,NULL
C0015802,ENG,S,L0015812,VC,S14441009,Y,A23864369,NULL,sh2009124221,NULL,LCH_NW,PT,sh2009124221,Femur--Fractures,0,N,NULL
C0015802,ENG,S,L0015812,VO,S13886654,Y,A24388799,NULL,C26774,NULL,NCI_NICHD,SY,C26774,"Fracture of Femur",0,N,256
C0015802,ENG,S,L0015812,VO,S4148106,N,A24389734,NULL,C26774,NULL,NCI_NICHD,PT,C26774,"Femur Fracture",0,N,256
C0015802,ENG,S,L0015812,PF,S16303598,Y,A26950656,NULL,NULL,MTHU053286,OMIM,PTCS,MTHU053286,"Femur fractures",0,N,NULL
C0015802,ENG,S,L0015812,VO,S4148106,Y,A7596205,NULL,C26774,NULL,NCI,PT,C26774,"Femur Fracture",0,N,256
C0015806,ENG,P,L0015806,VO,S0041028,N,A0058632,NULL,NULL,NULL,COSTAR,PT,NOCODE,"Femoral Neck Fracture",0,N,256
C0015806,ENG,P,L0015806,VO,S0041028,Y,A0058633,NULL,M0008313,D005265,MSH,PM,D005265,"Femoral Neck Fracture",0,N,256
C0015806,ENG,P,L0015806,PF,S0041029,Y,A0058634,NULL,M0008313,D005265,MSH,MH,D005265,"Femoral Neck Fractures",0,N,256
C0015806,ENG,S,L0186704,VO,S0882983,Y,A0941219,NULL,M0008313,D005265,MSH,PM,D005265,"Femur Neck Fracture",0,N,256
C0015806,ENG,S,L0186704,PF,S0882984,N,A17966192,NULL,N0000001227,NULL,NDFRT,SY,N0000001227,"Femur Neck Fractures",0,N,NULL
C0015806,ENG,S,L7681430,PF,S8877730,Y,A17990261,NULL,N0000001227,NULL,NDFRT,FN,N0000001227,"Femoral Neck Fractures [Disease/Finding]",0,N,NULL
C0015806,ENG,P,L0015806,PF,S0041029,N,A18014033,NULL,N0000001227,NULL,NDFRT,PT,N0000001227,"Femoral Neck Fractures",0,N,256
C0015806,ENG,P,L0015806,VO,S11890576,Y,A18554279,0000016322,0000004953,NULL,CHV,SY,0000004953,"fracture femoral neck",0,N,NULL
C0015806,ENG,S,L0186704,VO,S11887942,Y,A18572744,0000016318,0000004953,NULL,CHV,SY,0000004953,"femur fracture neck",0,N,256
C0015806,ENG,S,L0186704,VO,S11887960,Y,A18572745,0000016321,0000004953,NULL,CHV,SY,0000004953,"femur neck fracture",0,N,256
C0015806,ENG,S,L0186704,VO,S8296537,Y,A18572746,0000016326,0000004953,NULL,CHV,SY,0000004953,"fracture of neck of femur",0,N,256
C0015806,ENG,S,L0186704,VO,S6652964,Y,A18572747,0000016328,0000004953,NULL,CHV,SY,0000004953,"fractured neck of femur",0,N,256
C0015806,ENG,S,L0186704,VO,S11917259,Y,A18572748,0000016329,0000004953,NULL,CHV,SY,0000004953,"neck of femur fracture",0,N,256
C0015806,ENG,P,L0015806,VO,S11887903,Y,A18591411,0000016316,0000004953,NULL,CHV,PT,0000004953,"femoral neck fracture",0,N,256
C0015806,ENG,P,L0015806,VC,S11887902,Y,A18591412,0000016317,0000004953,NULL,CHV,SY,0000004953,"femoral neck fractures",0,N,256
C0015806,ENG,P,L0015806,VO,S11887887,Y,A18628558,0000016314,0000004953,NULL,CHV,SY,0000004953,"femoral fracture neck",0,N,256
C0015806,ENG,S,L0186704,VCW,S11887949,Y,A18628559,0000016320,0000004953,NULL,CHV,SY,0000004953,"femur fractures neck",0,N,NULL
C0015806,ENG,S,L0186704,VO,S11890632,Y,A18628560,0000016323,0000004953,NULL,CHV,SY,0000004953,"fracture neck femur",0,N,256
C0015806,ENG,S,L0186704,VO,S1910369,Y,A18628561,0000016324,0000004953,NULL,CHV,SY,0000004953,"fracture neck of femur",0,N,256
C0015806,ENG,S,L0186704,VO,S11890666,Y,A18647197,0000016325,0000004953,NULL,CHV,SY,0000004953,"fracture of neck femur",0,N,256
C0015806,ENG,P,L0015806,VCW,S11887889,Y,A18665765,0000016315,0000004953,NULL,CHV,SY,0000004953,"femoral fractures neck",0,N,256
C0015806,ENG,S,L0186704,VO,S11887947,Y,A18665766,0000016319,0000004953,NULL,CHV,SY,0000004953,"femur fractured neck",0,N,256
C0015806,ENG,S,L0186704,VO,S11890756,Y,A18665767,0000016327,0000004953,NULL,CHV,SY,0000004953,"fractured neck femur",0,N,256
C0015806,ENG,S,L0186704,PF,S0882984,Y,A26662990,NULL,M0008313,D005265,MSH,ET,D005265,"Femur Neck Fractures",0,N,NULL
C0015806,ENG,S,L0186704,VO,S0251325,Y,A8349214,NULL,NULL,820,ICD9CM,HT,820,"Fracture of neck of femur",0,N,256
C0016644,ENG,P,L0016644,VO,S0006115,Y,A0015057,NULL,NULL,NULL,COSTAR,PT,315,"FRACTURE OF CARPAL BONES",0,N,256
C0016644,ENG,P,L0016644,VO,S0006290,Y,A0015341,NULL,NULL,NULL,MTH,PT,315,"FRACTURE, CARPAL BONES",0,N,NULL
C0016644,ENG,S,L1374439,PF,S11864173,Y,A18554390,0000017274,0000005238,NULL,CHV,SY,0000005238,"carpal fractures",0,N,256
C0016644,ENG,S,L1374439,VO,S11864174,Y,A18610090,0000017273,0000005238,NULL,CHV,SY,0000005238,"carpal fracture",0,N,256
C0016644,ENG,S,L0302898,PF,S11890693,Y,A18610091,0000017275,0000005238,NULL,CHV,PT,0000005238,"fracture of wrist",0,N,256
C0016644,ENG,P,L0016644,VO,S11864169,Y,A18665884,0000017272,0000005238,NULL,CHV,SY,0000005238,"carpal bone fracture",0,N,256
C0016644,ENG,P,L0016644,PF,S0648449,Y,A3864775,NULL,NULL,NULL,MTH,PN,NOCODE,"Fracture of carpal bone",0,N,256
C0016644,ENG,P,L0016644,VO,S4184901,Y,A7634531,NULL,C26777,NULL,NCI,PT,C26777,"Carpal Bone Fracture",0,N,256
C0016644,ENG,P,L0016644,VO,S0251268,Y,A8349178,NULL,NULL,814,ICD9CM,HT,814,"Fracture of carpal bone(s)",0,N,NULL
C0016644,ENG,P,L0016644,PF,S0648449,N,A8359700,NULL,NULL,814,MTHICD9,ET,814,"Fracture of carpal bone",0,N,256
C0016644,ENG,P,L0016644,VO,S1925482,Y,A8371406,NULL,NULL,814,MTHICD9,ET,814,"Fracture of carpal bones",0,N,256
C0016659,ENG,P,L0016659,VW,S0005851,Y,A0014604,NULL,M0008806,D005596,MSH,PM,D005596,"Closed Fractures",0,N,256
C0016659,ENG,P,L0016659,VO,S0025973,N,A0040147,NULL,M0008806,D005596,MSH,PM,D005596,"Closed Fracture",0,N,256
C0016659,ENG,P,L0016659,PF,S0042714,Y,A0060781,NULL,M0008806,D005596,MSH,MH,D005596,"Fractures, Closed",0,N,256
C0016659,ENG,P,L0016659,VO,S0373381,Y,A0414667,NULL,M0008806,D005596,MSH,PM,D005596,"Fracture, Closed",0,N,256
C0016659,ENG,P,L0016659,VO,S11073104,Y,A16988595,NULL,NULL,829.0,ICD9CM,AB,829.0,"Fracture NOS-closed",0,Y,NULL
C0016659,ENG,S,L7668336,PF,S8878017,Y,A17896309,NULL,N0000001286,NULL,NDFRT,FN,N0000001286,"Fractures, Closed [Disease/Finding]",0,N,NULL
C0016659,ENG,P,L0016659,PF,S0042714,N,A17920655,NULL,N0000001286,NULL,NDFRT,PT,N0000001286,"Fractures, Closed",0,N,256
C0016659,ENG,P,L0016659,VO,S11868644,Y,A18591514,0000017302,0000005241,NULL,CHV,SY,0000005241,"close fracture",0,N,256
C0016659,ENG,P,L0016659,VCW,S11868657,Y,A18628656,0000017304,0000005241,NULL,CHV,SY,0000005241,"closed fractures",0,N,256
C0016659,ENG,P,L0016659,VO,S0520862,Y,A18684277,0000017303,0000005241,NULL,CHV,PT,0000005241,"closed fracture",0,N,256
C0016659,ENG,P,L0016659,VO,S14561650,Y,A24095792,NULL,LA17264-5,NULL,LNC,LA,LA17264-5,Fracture-closed,0,N,NULL
C0016659,ENG,P,L0016659,VO,S0025973,N,A24379092,NULL,C34623,NULL,NCI_NICHD,PT,C34623,"Closed Fracture",0,N,256
C0016659,ENG,P,L0016659,VO,S0025973,Y,A7569645,NULL,C34623,NULL,NCI,PT,C34623,"Closed Fracture",0,N,256
C0016659,ENG,S,L0016646,PF,S0218933,Y,A8341946,NULL,NULL,829.0,ICD9CM,PT,829.0,"Fracture of unspecified bone, closed",0,N,NULL
C0016662,ENG,P,L0016662,VW,S0005852,Y,A0014606,NULL,M0008808,D005597,MSH,PM,D005597,"Open Fractures",0,N,256
C0016662,ENG,S,L0016660,VO,S0027137,N,A0041644,NULL,M0008808,D005597,MSH,PM,D005597,"Compound Fracture",0,N,256
C0016662,ENG,S,L0016660,VW,S0027138,Y,A0041645,NULL,M0008808,D005597,MSH,PM,D005597,"Compound Fractures",0,N,NULL
C0016662,ENG,P,L0016662,PF,S0042727,N,A0060791,NULL,NULL,NULL,LCH,PT,U001870,"Fractures, Open",0,N,256
C0016662,ENG,P,L0016662,PF,S0042727,Y,A0060792,NULL,M0008808,D005597,MSH,MH,D005597,"Fractures, Open",0,N,256
C0016662,ENG,P,L0016662,VO,S0068845,N,A0094822,NULL,M0008808,D005597,MSH,PM,D005597,"Open Fracture",0,N,256
C0016662,ENG,S,L0016660,VO,S0373383,Y,A0414669,NULL,M0008808,D005597,MSH,PM,D005597,"Fracture, Compound",0,N,256
C0016662,ENG,P,L0016662,VO,S0373389,Y,A0414674,NULL,M0008808,D005597,MSH,PM,D005597,"Fracture, Open",0,N,256
C0016662,ENG,P,L0016662,VO,S11073105,Y,A16983863,NULL,NULL,829.1,ICD9CM,AB,829.1,"Fracture NOS-open",0,Y,NULL
C0016662,ENG,P,L0016662,PF,S0042727,N,A17942100,NULL,N0000001287,NULL,NDFRT,PT,N0000001287,"Fractures, Open",0,N,256
C0016662,ENG,S,L0016660,PF,S0042716,N,A17966193,NULL,N0000001287,NULL,NDFRT,SY,N0000001287,"Fractures, Compound",0,N,256
C0016662,ENG,S,L7677009,PF,S8878022,Y,A18062049,NULL,N0000001287,NULL,NDFRT,FN,N0000001287,"Fractures, Open [Disease/Finding]",0,N,NULL
C0016662,ENG,P,L0016662,VO,S11890697,Y,A18554392,0000017308,0000005242,NULL,CHV,SY,0000005242,"fracture opened",0,N,NULL
C0016662,ENG,P,L0016662,VCW,S11921160,Y,A18572842,0000017311,0000005242,NULL,CHV,SY,0000005242,"open fractures",0,N,256
C0016662,ENG,P,L0016662,VO,S1228028,Y,A18591515,0000017310,0000005242,NULL,CHV,SY,0000005242,"open fracture",0,N,256
C0016662,ENG,S,L0016660,VCW,S11870453,Y,A18610092,0000017306,0000005242,NULL,CHV,SY,0000005242,"compound fractures",0,N,256
C0016662,ENG,S,L0016660,VO,S11890560,Y,A18628657,0000017307,0000005242,NULL,CHV,SY,0000005242,"fracture compound",0,N,NULL
C0016662,ENG,P,L0016662,VC,S11890823,Y,A18665886,0000017309,0000005242,NULL,CHV,SY,0000005242,"fractures open",0,N,NULL
C0016662,ENG,S,L0016660,VO,S6651812,Y,A18684278,0000017305,0000005242,NULL,CHV,PT,0000005242,"compound fracture",0,N,256
C0016662,ENG,P,L0016662,PF,S0042727,N,A23870006,NULL,sh85051157,NULL,LCH_NW,PT,sh85051157,"Fractures, Open",0,N,256
C0016662,ENG,P,L0016662,VO,S14561651,Y,A24099580,NULL,LA17265-2,NULL,LNC,LA,LA17265-2,Fracture-open,0,N,NULL
C0016662,ENG,P,L0016662,VO,S0068845,N,A24363952,NULL,C34624,NULL,NCI_NICHD,PT,C34624,"Open Fracture",0,N,256
C0016662,ENG,S,L0016660,PF,S0042716,Y,A26671061,NULL,M0008808,D005597,MSH,ET,D005597,"Fractures, Compound",0,N,256
C0016662,ENG,S,L0016660,VO,S0027137,Y,A7569727,NULL,C34624,NULL,NCI,SY,C34624,"Compound Fracture",0,N,256
C0016662,ENG,P,L0016662,VO,S0068845,Y,A7572666,NULL,C34624,NULL,NCI,PT,C34624,"Open Fracture",0,N,256
C0016662,ENG,S,L0016647,PF,S0218934,Y,A8341947,NULL,NULL,829.1,ICD9CM,PT,829.1,"Fracture of unspecified bone, open",0,N,NULL
C0016663,ENG,S,L0016663,PF,S0042735,N,A0060800,NULL,NULL,NULL,LCH,PT,U001871,"Fractures, Spontaneous",0,N,256
C0016663,ENG,S,L0016663,PF,S0042735,Y,A0060801,NULL,M0008809,D005598,MSH,MH,D005598,"Fractures, Spontaneous",0,N,256
C0016663,ENG,S,L0016663,VO,S0087669,Y,A0118831,NULL,M0008809,D005598,MSH,PM,D005598,"Spontaneous Fracture",0,N,NULL
C0016663,ENG,S,L0016663,VW,S0087670,Y,A0118832,NULL,M0008809,D005598,MSH,PM,D005598,"Spontaneous Fractures",0,N,256
C0016663,ENG,S,L0189337,VO,S0255769,Y,A0289884,NULL,M0008809,D005598,MSH,PM,D005598,"Pathologic Fractures",0,N,256
C0016663,ENG,S,L0189337,VW,S0255773,N,A0289888,NULL,M0008809,D005598,MSH,PM,D005598,"Pathologic Fracture",0,N,256
C0016663,ENG,S,L0189337,VO,S0288324,Y,A0318041,NULL,NULL,NULL,COSTAR,PT,U000048,"PATHOLOGIC FRACTURE, NOS",0,N,256
C0016663,ENG,S,L0286987,PF,S0357984,Y,A0393393,NULL,NULL,NULL,CST,GT,"BONE FRACT SPONTAN","BONE FRACTURE SPONTANEOUS",0,N,NULL
C0016663,ENG,P,L0030661,VCW,S0372003,Y,A0412669,NULL,NULL,NULL,CST,GT,"BONE FRACT SPONTAN","FRACTURE PATHOLOGICAL",0,N,NULL
C0016663,ENG,S,L0016663,VO,S0373394,Y,A0414679,NULL,M0008809,D005598,MSH,PM,D005598,"Fracture, Spontaneous",0,N,256
C0016663,ENG,P,L0030661,VC,S0393084,Y,A0442436,NULL,NULL,NULL,CST,PT,"BONE FRACT SPONTAN","PATHOLOGICAL FRACTURE",0,N,256
C0016663,ENG,P,L0030661,PF,S0395298,N,A0445370,NULL,NULL,NULL,CCS,MD,13.5,"Pathological fracture",0,N,256
C0016663,ENG,P,L0030661,PF,S0395298,N,A0445371,NULL,NULL,NULL,CCS,SD,207,"Pathological fracture",0,N,256
C0016663,ENG,S,L6526327,PF,S7595050,Y,A12090351,NULL,M0008809,D005598,MSH,DEV,D005598,"FRACTURE PATHOL",0,Y,NULL
C0016663,ENG,S,L6526327,VO,S7595052,Y,A12090352,NULL,M0008809,D005598,MSH,DEV,D005598,"FRACTURES PATHOL",0,Y,NULL
C0016663,ENG,S,L6526327,VW,S7601300,Y,A12093994,NULL,M0008809,D005598,MSH,DEV,D005598,"PATHOL FRACTURE",0,Y,NULL
C0016663,ENG,S,L6526327,VO,S7601299,Y,A12093995,NULL,M0008809,D005598,MSH,DEV,D005598,"PATHOL FRACTURES",0,Y,NULL
C0016663,ENG,P,L0030661,VC,S1433341,N,A1393033,NULL,NULL,NULL,AOD,DE,0000005167,"pathological fracture",0,N,256
C0016663,ENG,S,L7962819,PF,S11074103,Y,A16972439,NULL,NULL,V13.51,ICD9CM,AB,V13.51,"Hx pathological fracture",0,Y,NULL
C0016663,ENG,S,L6711528,PF,S11078547,Y,A16988370,NULL,NULL,733.10,ICD9CM,AB,733.10,"Path fx unspecified site",0,Y,NULL
C0016663,ENG,P,L0030661,VCW,S0220918,N,A17970046,NULL,N0000001288,NULL,NDFRT,SY,N0000001288,"Fracture, Pathological",0,N,NULL
C0016663,ENG,S,L0189337,VO,S0255768,N,A17970047,NULL,N0000001288,NULL,NDFRT,SY,N0000001288,"Fractures, Pathologic",0,N,256
C0016663,ENG,P,L0030661,VO,S0255771,N,A17970048,NULL,N0000001288,NULL,NDFRT,SY,N0000001288,"Fractures, Pathological",0,N,256
C0016663,ENG,S,L7668338,PF,S8878024,Y,A17970049,NULL,N0000001288,NULL,NDFRT,FN,N0000001288,"Fractures, Spontaneous [Disease/Finding]",0,N,NULL
C0016663,ENG,P,L0030661,VO,S0255770,N,A17970050,NULL,N0000001288,NULL,NDFRT,SY,N0000001288,"Pathological Fractures",0,N,NULL
C0016663,ENG,S,L0189337,PF,S0255772,N,A18017852,NULL,N0000001288,NULL,NDFRT,SY,N0000001288,"Fracture, Pathologic",0,N,256
C0016663,ENG,S,L0016663,PF,S0042735,N,A18066067,NULL,N0000001288,NULL,NDFRT,PT,N0000001288,"Fractures, Spontaneous",0,N,256
C0016663,ENG,P,L0030661,VC,S0225550,N,A18066069,NULL,N0000001288,NULL,NDFRT,SY,N0000001288,"Pathological Fracture",0,N,256
C0016663,ENG,S,L9444265,PF,S11733190,Y,A18090642,NULL,NULL,V13.51,ICD9CM,PT,V13.51,"Personal history of pathologic fracture",0,N,256
C0016663,ENG,S,L0189337,VO,S11924247,Y,A18554393,0000017314,0000005243,NULL,CHV,SY,0000005243,"pathologic fractures",0,N,256
C0016663,ENG,S,L0189337,VCW,S1228029,N,A18572843,0000017313,0000005243,NULL,CHV,SY,0000005243,"pathologic fracture",0,N,256
