CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0011860,A21142977,AT230154061,,MEDLINEPLUS,"<p><a href='https://medlineplus.gov/diabetes.html'>Diabetes</a> means your blood glucose, or <a href='https://medlineplus.gov/bloodsugar.html'>blood sugar</a>, levels are too high. With type 2 diabetes, the more common type, your body does not make or use insulin well. Insulin is a hormone that helps glucose get into your cells to give them energy. Without insulin, too much glucose stays in your blood. Over time, high blood glucose can lead to <a href='https://medlineplus.gov/diabetescomplications.html'>serious problems</a> with your <a href='https://medlineplus.gov/diabeticheartdisease.html'>heart</a>, <a href='https://medlineplus.gov/diabeticeyeproblems.html'>eyes</a>, <a href='https://medlineplus.gov/diabetickidneyproblems.html'>kidneys</a>, <a href='https://medlineplus.gov/diabeticnerveproblems.html'>nerves</a>, and gums and teeth.</p> <p>You have a higher risk of type 2 diabetes if you are older, obese, have a family history of diabetes, or do not exercise. Having <a href='https://medlineplus.gov/prediabetes.html'>prediabetes</a> also increases your risk. Prediabetes means that your blood sugar is higher than normal but not high enough to be called diabetes. If you are at risk for type 2 diabetes, you may be able to delay or prevent developing it by making some <a href='https://medlineplus.gov/howtopreventdiabetes.html'>lifestyle changes</a>.</p> <p>The symptoms of type 2 diabetes appear slowly. Some people do not notice symptoms at all. The symptoms can include</p> <ul> <li>Being very thirsty</li> <li>Urinating often</li> <li>Feeling very hungry or tired</li> <li>Losing weight without trying</li> <li>Having sores that heal slowly</li> <li>Having blurry eyesight</li> </ul> <p>Blood tests can show if you have diabetes. One type of test, the <a href='https://medlineplus.gov/a1c.html'>A1C</a>, can also check on how you are managing your diabetes. Many people can manage their diabetes through <a href='https://medlineplus.gov/diabeticdiet.html'>healthy eating</a>, physical activity, and blood glucose testing. Some people also need to take <a href='https://medlineplus.gov/diabetesmedicines.html'>diabetes medicines</a>.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,
C0011860,A6954646,AT38154783,,MSH,A subclass of DIABETES MELLITUS that is not INSULIN-responsive or dependent (NIDDM). It is characterized initially by INSULIN RESISTANCE and HYPERINSULINEMIA; and eventually by GLUCOSE INTOLERANCE; HYPERGLYCEMIA; and overt diabetes. Type II diabetes mellitus is no longer considered a disease exclusively found in adults. Patients seldom develop KETOSIS but often exhibit OBESITY.,N,
C0011860,A0484862,AT51220383,,CSP,"subclass of diabetes mellitus that is not insulin responsive or dependent; characterized initially by insulin resistance and hyperinsulinemia and eventually by glucose intolerance, hyperglycemia, and overt diabetes; type II diabetes mellitus is no longer considered a disease exclusively found in adults; patients seldom develop ketosis but often exhibit obesity.",N,
C0013537,A24667977,AT206285348,,HPO,"An acute and life-threatening complication of pregnancy, which is characterized by the appearance of tonic-clonic seizures, usually in a patient who had developed pre-eclampsia. Eclampsia includes seizures and coma that happen during pregnancy but are not due to preexisting or organic brain disorders. [HPO:sdoelken]",N,
C0013537,A17684248,AT210364262,,NCI_NICHD,A potentially life-threatening pregnancy-related disorder characterized by tonic-clonic seizures in association with hypertension after the twentieth week of gestation and up to six weeks postpartum and in the absence of other potential causes of seizures.,N,
C0013537,A17684248,AT230079042,,NCI,A potentially life-threatening pregnancy-related disorder characterized by tonic-clonic seizures in association with hypertension after the twentieth week of gestation and up to six weeks postpartum and in the absence of other potential causes of seizures.,N,
C0013537,A0052543,AT43117380,,MSH,Onset of HYPERREFLEXIA; SEIZURES; or COMA in a previously diagnosed pre-eclamptic patient (PRE-ECLAMPSIA).,N,
C0013537,A0478270,AT51223907,,CSP,"convulsions and coma occurring in pregnant or puerperal women, associated with hypertension, edema, and proteinuria.",N,
C0018801,A10782107,AT198055879,,NCI_FDA,Inability of the heart to pump blood at an adequate rate to fill tissue metabolic requirements or the ability to do so only at an elevated filling pressure.,N,
C0018801,A10782107,AT198092547,,NCI,"Inability of the heart to pump blood at an adequate rate to meet tissue metabolic requirements. Clinical symptoms of heart failure include: unusual dyspnea on light exertion, recurrent dyspnea occurring in the supine position, fluid retention or rales, jugular venous distension, pulmonary edema on physical exam, or pulmonary edema on chest x-ray presumed to be cardiac dysfunction.",N,
C0018801,A10782107,AT198129766,,NCI_CTCAE,"A disorder characterized by the inability of the heart to pump blood at an adequate volume to meet tissue metabolic requirements, or, the ability to do so only at an elevation in the filling pressure.",N,
C0018801,A10782107,AT210371886,,NCI_NICHD,Inability of the heart to meet tissue metabolic requirements.,N,
C0018801,A21143452,AT220106706,,MEDLINEPLUS,"<p>Heart failure is a condition in which the heart can't pump enough blood to meet the body's needs. Heart failure does not mean that your heart has stopped or is about to stop working. It means that your heart is not able to pump blood the way it should. It can affect one or both sides of the heart.</p> <p>The weakening of the heart's pumping ability causes</p> <ul> <li>Blood and fluid to back up into the lungs</li> <li>The buildup of fluid in the feet, ankles and legs - called <a href='https://medlineplus.gov/edema.html'>edema</a></li> <li>Tiredness and shortness of breath</li> </ul> <p>Common causes of heart failure are <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary artery disease</a>, <a href='https://medlineplus.gov/highbloodpressure.html'>high blood pressure</a> and <a href='https://medlineplus.gov/diabetes.html'>diabetes</a>. It is more common in people who are 65 years old or older, African Americans, people who are overweight, and people who have had a heart attack. Men have a higher rate of heart failure than women.</p> <p>Your doctor will diagnose heart failure by doing a physical exam and heart tests. Treatment includes treating the underlying cause of your heart failure, medicines, and <a href='https://medlineplus.gov/hearttransplantation.html'>heart transplantation</a> if other treatments fail.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,
C0018801,A0480547,AT51219424,,CSP,inability of the heart to pump blood at an adequate rate to fill tissue metabolic requirements or the ability to do so only at an elevated filling pressure.,N,
C0018801,A12985263,AT73541968,,MSH,"A heterogeneous condition in which the heart is unable to pump out sufficient blood to meet the metabolic need of the body. Heart failure can be caused by structural defects, functional abnormalities (VENTRICULAR DYSFUNCTION), or a sudden overload beyond its capacity. Chronic heart failure is more common than acute heart failure which results from sudden insult to cardiac function, such as MYOCARDIAL INFARCTION.",N,
C0020538,A7571194,AT198029694,,NCI,Blood pressure that is abnormally high.,N,
C0020538,A7571194,AT198078754,,NCI_CTCAE,A disorder characterized by a pathological increase in blood pressure; a repeatedly elevation in the blood pressure exceeding 140 over 90 mm Hg.,N,
C0020538,A7571194,AT198090904,,NCI_NCI-GLOSS,"A blood pressure of 140/90 or higher. High blood pressure usually has no symptoms. It can harm the arteries and cause an increase in the risk of stroke, heart attack, kidney failure, and blindness.",N,
C0020538,A24672873,AT206290926,,HPO,The presence of chronic increased pressure in the systemic arterial system. [HPO:probinson],N,
C0020538,A7571194,AT210371803,,NCI_NICHD,Abnormally high blood pressure.,N,
C0020538,A21145030,AT230153143,,MEDLINEPLUS,"<p>Blood pressure is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood. This is called systolic pressure. When your heart is at rest, between beats, your blood pressure falls. This is called diastolic pressure. </p> <p>Your blood pressure reading uses these two numbers. Usually the systolic number comes before or above the diastolic number. A reading of</p> <ul> <li>119/79 or lower is normal blood pressure</li> <li>140/90 or higher is high blood pressure</li> <li>Between 120 and 139 for the top number, or between 80 and 89 for the bottom number is called prehypertension. Prehypertension means you may end up with high blood pressure, unless you take steps to prevent it.</li> </ul> <p>High blood pressure usually has no symptoms, but it can cause serious problems such as <a href='https://medlineplus.gov/stroke.html'>stroke</a>, <a href='https://medlineplus.gov/heartfailure.html'>heart failure</a>, <a href='https://medlineplus.gov/heartattack.html'>heart attack</a> and <a href='https://medlineplus.gov/kidneyfailure.html'>kidney failure</a>.</p> <p>You can control high blood pressure through <a href='https://medlineplus.gov/howtopreventhighbloodpressure.html'>healthy lifestyle habits</a> such as exercise and the <a href='https://medlineplus.gov/dashdiet.html'>DASH diet</a> and taking <a href='https://medlineplus.gov/bloodpressuremedicines.html'>medicines</a>, if needed. </p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,
C0020538,A0481367,AT32351952,,CSP,persistantly high arterial blood pressure.,N,
C0020538,A0070978,AT43117802,,MSH,"Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more.",N,
C0021400,A10761239,AT210371900,,NCI_NICHD,"An acute viral infection of the respiratory tract, occurring in isolated cases, in epidemics, or in pandemics; it is caused by serologically different strains of viruses (influenzaviruses) designated A, B, and C, has a 3-day incubation period, and usually lasts for 3 to 10 days. It is marked by inflammation of the nasal mucosa, pharynx, and conjunctiva; headache; myalgia; often fever, chills, and prostration; and occasionally involvement of the myocardium or central nervous system.",N,
C0021400,A21143003,AT220105215,,MEDLINEPLUS,"<p>Flu is a respiratory infection caused by a number of viruses. The viruses pass through the air and enter your body through your nose or mouth. Between 5% and 20% of people in the U.S. get the flu each year. The flu can be serious or even deadly for elderly people, newborn babies, and people with certain chronic illnesses.</p> <p>Symptoms of the flu come on suddenly and are worse than those of the common cold. They may include </p> <ul> <li>Body or muscle aches</li> <li>Chills </li> <li>Cough </li> <li>Fever </li> <li>Headache </li> <li>Sore throat </li> </ul> <p>Is it a <a href='https://medlineplus.gov/commoncold.html'>cold</a> or the flu? Colds rarely cause a fever or headaches. Flu almost never causes an upset stomach. And stomach flu"" isn't really flu at all",but <a href='https://medlineplus.gov/gastroenteritis.html'>gastroenteritis</a>.</p> <p>Most people with the flu recover on their own without medical care. People with mild cases of the flu should stay home and avoid contact with others,except to get medical care. If you get the flu
C0021400,A10761239,AT230073999,,NCI,"An acute viral infection of the respiratory tract, occurring in isolated cases, in epidemics, or in pandemics; it is caused by serologically different strains of viruses (influenzaviruses) designated A, B, and C, has a 3-day incubation period, and usually lasts for 3 to 10 days. It is marked by inflammation of the nasal mucosa, pharynx, and conjunctiva; headache; myalgia; often fever, chills, and prostration; and occasionally involvement of the myocardium or central nervous system.",N,
C0021400,A0481781,AT51224296,,CSP,"acute viral infection involving the respiratory tract; marked by inflammation of the nasal mucosa, the pharynx, and conjunctiva, and by headache and severe, often generalized, myalgia.",N,
C0021400,A8599384,AT56871674,,MSH,"An acute viral infection in humans involving the respiratory tract. It is marked by inflammation of the NASAL MUCOSA; the PHARYNX; and conjunctiva, and by headache and severe, often generalized, myalgia.",N,
C0024117,A10760421,AT198017269,,NCI_NCI-GLOSS,"A type of lung disease marked by permanent damage to tissues in the lungs, making it hard to breathe. Chronic obstructive pulmonary disease includes chronic bronchitis, in which the bronchi (large air passages) are inflamed and scarred, and emphysema, in which the alveoli (tiny air sacs) are damaged. It develops over many years and is usually caused by cigarette smoking.",N,
C0024117,A10760421,AT198115703,,NCI,"A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.",N,
C0024117,A24183307,AT220105859,,MEDLINEPLUS,"<p>COPD (chronic obstructive pulmonary disease) makes it hard for you to breathe. The two main types are <a href='https://medlineplus.gov/chronicbronchitis.html'>chronic bronchitis</a> and <a href='https://medlineplus.gov/emphysema.html'>emphysema</a>. The main cause of COPD is long-term exposure to substances that irritate and damage the lungs. This is usually cigarette smoke. Air pollution, chemical fumes, or dust can also cause it.</p> <p>At first, COPD may cause no symptoms or only mild symptoms. As the disease gets worse, symptoms usually become more severe. They include</p> <ul> <li>A cough that produces a lot of mucus</li> <li>Shortness of breath, especially with physical activity</li> <li>Wheezing</li> <li>Chest tightness</li> </ul> <p>Doctors use lung function tests, imaging tests, and blood tests to diagnose COPD. There is no cure. Treatments may relieve symptoms. They include medicines, oxygen therapy, surgery, or a lung transplant. <a href='https://medlineplus.gov/quittingsmoking.html'>Quitting smoking</a> is the most important step you can take to treat COPD. </p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,
C0024117,A24666862,AT225123238,,HPO,"An anomaly that is characterized progressive airflow obstruction that is only partly reversible, inflammation in the airways, and systemic effects or comorbities. [PMID:25943942]",N,
C0024117,A0594783,AT32351267,,CSP,"chronic, irreversible obstruction of air flow from the lungs.",N,
C0024117,A0107746,AT38148619,,MSH,A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.,N,
C0027051,A7572328,AT198004439,,NCI_FDA,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",N,
C0027051,A7572328,AT198103015,,NCI_CTCAE,A disorder characterized by gross necrosis of the myocardium; this is due to an interruption of blood supply to the area.,N,
C0027051,A7572328,AT198115335,,NCI,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",N,
C0027051,A24677577,AT206288500,,HPO,"Necrosis of the myocardium caused by an obstruction of the blood supply to the heart and often associated with chest pain, shortness of breath, palpitations, and anxiety as well as characteristic EKG findings and elevation of serum markers including creatine kinase-MB fraction and troponin. [HPO:probinson]",N,
C0027051,A7572328,AT210377531,,NCI_NICHD,"Necrosis of the myocardium, as a result of interruption of the blood supply to the area.",N,
C0027051,A21145021,AT230153433,,MEDLINEPLUS,"<p>Each year almost 800,000 Americans have a heart attack. A heart attack happens when blood flow to the heart suddenly becomes blocked. Without the blood coming in, the heart can't get oxygen. If not treated quickly, the heart muscle begins to die. But if you do get quick treatment, you may be able prevent or limit damage to the heart muscle. That's why it's important to know the symptoms of a heart attack and call 9-1-1 if you or someone else is having them. You should call, even if you are not sure that it is a heart attack.</p> <p>The most common symptoms in men and women are</p> <ul> <li><strong>Chest discomfort.</strong> It is often in center or left side of the chest. It usually lasts more than a few minutes. It may go away and come back. It can feel like pressure, squeezing, fullness, or <a href='https://medlineplus.gov/chestpain.html'>pain</a>. It also can feel like heartburn or indigestion.</li> <li><strong>Shortness of breath.</strong> Sometimes this is your only symptom. You may get it before or during the chest discomfort. It can happen when you are resting or doing a little bit of physical activity.</li> <li><strong>Discomfort in the upper body.</strong> You may feel pain or discomfort in one or both arms, the back, shoulders, neck, jaw, or upper part of the stomach.</li> </ul> <p>You may also have other symptoms, such as nausea, vomiting, dizziness, and lightheadedness. You may break out in a cold sweat. Sometimes <a href='https://medlineplus.gov/heartdiseaseinwomen.html'>women</a> will have different symptoms then men. For example, they are more likely to feel tired for no reason.</p> <p>The most common cause of heart attacks is <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary artery disease</a> (CAD). With CAD, there is a buildup of cholesterol and other material, called plaque, on their inner walls or the arteries. This is <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>. It can build up for years. Eventually an area of plaque can rupture (break open). A <a href='https://medlineplus.gov/bloodclots.html'>blood clot</a> can form around the plaque and block the artery.</p> <p>A less common cause of heart attack is a severe spasm (tightening) of a coronary artery. The spasm cuts off blood flow through the artery.</p> <p>At the hospital, health care providers make a diagnosis based on your symptoms, blood tests, and different <a href='https://medlineplus.gov/hearthealthtests.html'>heart health tests</a>. Treatments may include medicines and medical procedures such as <a href='https://medlineplus.gov/angioplasty.html'>coronary angioplasty</a>. After a heart attack, <a href='https://medlineplus.gov/cardiacrehabilitation.html'>cardiac rehabilitation</a> and lifestyle changes can help you recover.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,
C0027051,A0484367,AT51225049,,CSP,"gross necrosis of the myocardium, as a result of interruption of the blood supply to the area.",N,
C0027051,A0089429,AT73554011,,MSH,NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,N,
C0028754,A7572602,AT198004911,,NCI_NCI-GLOSS,"A condition marked by an abnormally high, unhealthy amount of body fat.",N,
C0028754,A7572602,AT198090961,,NCI_CTCAE,A disorder characterized by having a high amount of body fat.,N,
C0028754,A7572602,AT198128155,,NCI,Having a high amount of body fat (body mass index [BMI] of 30 or more).,N,
C0028754,A24670765,AT225120717,,HPO,Accumulation of substantial excess body fat. [],N,
C0028754,A21145118,AT230153830,,MEDLINEPLUS,"<p>Obesity means having too much body fat. It is different from being overweight, which means weighing too much. The weight may come from muscle, bone, fat, and/or body water. Both terms mean that a person's weight is greater than what's considered healthy for his or her height. </p> <p>Obesity happens over time when you eat more calories than you use. The balance between calories-in and calories-out differs for each person. Factors that might affect your weight include your genetic makeup, overeating, eating high-fat foods, and not being physically active. </p> <p>Obesity increases your risk of diabetes, heart disease, stroke, arthritis, and some cancers. If you have obesity, losing even 5 to 10 percent of your weight can delay or prevent some of these diseases. For example, that means losing 10 to 20 pounds if you weigh 200 pounds.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,
C0028754,A0485044,AT51224669,,CSP,excessively high accumulation of body fat or adipose tissue in relation to lean body mass; the amount of body fat (or adiposity) includes concern for both the distribution of fat throughout the body and the size of the adipose tissue deposits; individuals are usually at high clinical risk because of excess amount of body fat (BMI greater than 30).,N,
C0028754,A0093894,AT53894455,,MSH,"A status with BODY WEIGHT that is grossly above the acceptable or desirable weight, usually due to accumulation of excess FATS in the body. The standards may vary with age, sex, genetic or cultural background. In the BODY MASS INDEX, a BMI greater than 30.0 kg/m2 is considered obese, and a BMI greater than 40.0 kg/m2 is considered morbidly obese (MORBID OBESITY).",N,
