CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0005767,A0031504,AT18955382,NULL,UWDA,"Body substance which consists of plasma and blood cells",N,NULL
C0005767,A15429389,AT218910472,NULL,FMA,"Portion of body substance which has as its parts plasma and blood cells.",N,NULL
C0005767,A21143715,AT220104313,NULL,MEDLINEPLUS,"<p>Your blood is made up of liquid and solids. The liquid part, called plasma, is made of water, salts, and protein. Over half of your blood is plasma. The solid part of your blood contains red blood cells, white blood cells, and platelets.</p> <p>Red blood cells (RBC) deliver oxygen from your lungs to your tissues and organs. White blood cells (WBC) fight infection and are part of your immune system. Platelets help blood to clot when you have a cut or wound. Bone marrow, the spongy material inside your bones, makes new blood cells. Blood cells constantly die and your body makes new ones. Red blood cells live about 120 days, and platelets live about 6 days. Some white blood cells live less than a day, but others live much longer.</p> <p>There are four blood types: A, B, AB, or O. Also, blood is either Rh-positive or Rh-negative. So if you have type A blood, it's either A positive or A negative. Which type you are is important if you need a <a href='https://medlineplus.gov/bloodtransfusionanddonation.html'>blood transfusion</a>. And your Rh factor could be important if you become pregnant - an <a href='https://medlineplus.gov/rhincompatibility.html'>incompatibility</a> between your type and the baby's could create problems. </p> <p>Blood tests such as <a href='https://medlineplus.gov/bloodcounttests.html'>blood count tests</a> help doctors check for certain diseases and conditions. They also help check the function of your organs and show how well treatments are working. <a href='https://medlineplus.gov/blooddisorders.html'>Problems with your blood</a> may include <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding disorders</a>, <a href='https://medlineplus.gov/bloodclots.html'>excessive clotting</a> and <a href='https://medlineplus.gov/plateletdisorders.html'>platelet disorders</a>. If you lose too much blood, you may need a transfusion.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,NULL
C0005767,A0031497,AT38154525,NULL,MSH,"The body fluid that circulates in the vascular system (BLOOD VESSELS). Whole blood includes PLASMA and BLOOD CELLS.",N,NULL
C0005767,A0135100,AT51219116,NULL,CSP,"fluid that circulates through the heart, arteries, capillaries and veins, carrying nutriment and oxygen to and waste from the body cells; it consists of plasma, containing microscopically visible formed elements of the blood; erythrocytes; leukocytes; and blood platelets.",N,NULL
C0010200,A7569802,AT198005162,NULL,NCI_CTCAE,"A disorder characterized by sudden, often repetitive, spasmodic contraction of the thoracic cavity, resulting in violent release of air from the lungs and usually accompanied by a distinctive sound.",N,NULL
C0010200,A7569802,AT198005163,NULL,NCI,"A sudden, often repetitive, spasmodic contraction of the thoracic cavity, resulting in violent release of air from the lungs, and usually accompanied by a distinctive sound.",N,NULL
C0010200,A7569802,AT210366101,NULL,NCI_NICHD,"A sudden, often repetitive, spasmodic release of air from the lungs accompanied by a distinctive sound.",N,NULL
C0010200,A21145362,AT220103690,NULL,MEDLINEPLUS,"<p>Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself. Coughs can be either acute or chronic. Acute coughs begin suddenly and usually last no more than 2 to 3 weeks. Acute coughs are the kind you most often get with a <a href='https://medlineplus.gov/commoncold.html'>cold</a>, <a href='https://medlineplus.gov/flu.html'>flu</a>, or <a href='https://medlineplus.gov/acutebronchitis.html'>acute bronchitis</a>. Chronic coughs last longer than 2 to 3 weeks. Causes of chronic cough include</p> <ul> <li><a href='https://medlineplus.gov/chronicbronchitis.html'>Chronic bronchitis</a></li> <li><a href='https://medlineplus.gov/asthma.html'>Asthma</a></li> <li><a href='https://medlineplus.gov/allergy.html'>Allergies</a></li> <li><a href='https://medlineplus.gov/copd.html'>COPD</a> (chronic obstructive pulmonary disease)</li> <li><a href='https://medlineplus.gov/gerd.html'>GERD</a> (gastroesophageal reflux disease) </li> <li><a href='https://medlineplus.gov/smoking.html'>Smoking</a></li> <li><a href='https://medlineplus.gov/throatdisorders.html'>Throat disorders</a>, such as <a href='https://medlineplus.gov/croup.html'>croup</a> in young children</li> <li>Some medicines </li> </ul> <p>Water can help ease your cough - whether you drink it or add it to the air with a steamy shower or vaporizer. If you have a cold or the flu, antihistamines may work better than non-prescription <a href='https://medlineplus.gov/coldandcoughmedicines.html'>cough medicines</a>. Children under four should not have cough medicine. For children over four, use caution and read labels carefully.</p>",N,NULL
C0010200,A24672373,AT230523289,NULL,HPO,"A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation. [HPO:probinson, PMID:17540788]",N,NULL
C0010200,A0043309,AT38139836,NULL,MSH,"A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation. It is a protective response that serves to clear the trachea, bronchi, and/or lungs of irritants and secretions, or to prevent aspiration of foreign materials into the lungs.",N,NULL
C0014175,A18609769,AT130673487,NULL,CHV,"a condition where uterine tissues are found outside the uterus",N,NULL
C0014175,A18628326,AT130673488,NULL,CHV,"a condition where uterine tissues are found outside the uterus",N,NULL
C0014175,A18665515,AT130673489,NULL,CHV,"a condition where uterine tissues are found outside the uterus",N,NULL
C0014175,A7570294,AT197967387,NULL,NCI_NCI-GLOSS,"A benign condition in which tissue that looks like endometrial tissue grows in abnormal places in the abdomen.",N,NULL
C0014175,A7570294,AT198090889,NULL,NCI,"The growth of functional endometrial tissue in anatomic sites outside the uterine body. It most often occurs in the pelvic organs.",N,NULL
C0014175,A24683777,AT206298237,NULL,HPO,"The growth of endometrial tissue outside the uterus. [HPO:probinson, pmid:25221341]",N,NULL
C0014175,A21142993,AT230153388,NULL,MEDLINEPLUS,"<p>The uterus, or womb, is the place where a baby grows when a woman is pregnant. Endometriosis is a disease in which the kind of tissue that normally grows inside the uterus grows outside the uterus. It can grow on the ovaries, fallopian tubes, bowels, or bladder. Rarely, it grows in other parts of the body. </p> <p>Symptoms include</p> <ul> <li>Pain, usually in the <a href='https://medlineplus.gov/abdominalpain.html'>abdomen</a>, <a href='https://medlineplus.gov/backpain.html'>lower back</a>, or <a href='https://medlineplus.gov/pelvicpain.html'>pelvic areas</a></li> <li>Infertility</li> <li>Heavy <a href='https://medlineplus.gov/menstruation.html'>periods</a> and <a href='https://medlineplus.gov/vaginalbleeding.html'>bleeding between periods</a></li> <li><a href='https://medlineplus.gov/periodpain.html'>Painful menstrual cramps</a></li> </ul> <p>Some women have no symptoms at all. Having trouble getting pregnant may be the first sign.</p> <p>The cause of endometriosis is not known. Surgery, usually a laparoscopy, is currently the only way to be sure that you have endometriosis. Your health care provider will first take your medical history, do a pelvic exam, and maybe do imaging tests.</p> <p>There is no cure, but treatments help with pain and infertility. They include pain medicines, hormone treatments, and surgery.</p> <p>NIH: National Institute of Child Health and Human Development</p>",N,NULL
C0014175,A0054298,AT38137306,NULL,MSH,"A condition in which functional endometrial tissue is present outside the UTERUS. It is often confined to the PELVIS involving the OVARY, the ligaments, cul-de-sac, and the uterovesical peritoneum.",N,NULL
C0014175,A0478503,AT51218566,NULL,CSP,"condition in which tissue more or less perfectly resembling the uterine mucous membrane (the endometrium) and containing typical endometrial granular and stromal elements occurs aberrantly in various locations in the pelvic cavity.",N,NULL
C0015967,A0058971,AT13936392,NULL,AIR,"Fever: a documented body temperature higher than 38 degrees C., or 100.4 degrees F.",N,NULL
C0015967,A7570552,AT197992438,NULL,NCI_NCI-GLOSS,"An increase in body temperature above normal (98.6 degrees F), usually caused by disease.",N,NULL
C0015967,A7570552,AT198004824,NULL,NCI_CTCAE,"A disorder characterized by elevation of the body's temperature above the upper limit of normal.",N,NULL
C0015967,A7570552,AT198017243,NULL,NCI,"Elevation of body temperature above normal due to inflammatory or immune responses.",N,NULL
C0015967,A10761151,AT198068159,NULL,NCI_NCI-GLOSS,"Abnormally high body temperature. This may be caused as part of treatment, by an infection, or by exposure to heat.",N,NULL
C0015967,A10761151,AT198117336,NULL,NCI,"A condition characterized by an abnormally high body temperature. In a hyperthermic state, the hypothalamic set-point is normal but body temperature increases and overrides the ability to lose heat, resulting from exogenous heat exposure or endogenous heat production.",N,NULL
C0015967,A24675342,AT206301498,NULL,HPO,"Elevated body temperature due to failed thermoregulation. [HPO:sdoelken]",N,NULL
C0015967,A7570552,AT210369875,NULL,NCI_NICHD,"Elevation of body temperature above normal due to the production of more heat than the body is able to dissipate.",N,NULL
C0015967,A10761151,AT210373806,NULL,NCI_NICHD,"Elevation of body temperature above normal due to the production or absorption of more heat than the body is able to dissipate.",N,NULL
C0015967,A21144991,AT230153099,NULL,MEDLINEPLUS,"<p>A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 F. A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.</p> <p><a href='https://medlineplus.gov/infectiousdiseases.html'>Infections</a> cause most fevers. You get a fever because your body is trying to kill the virus or bacteria that caused the infection. Most of those bacteria and viruses do well when your body is at your normal temperature. But if you have a fever, it is harder for them to survive. Fever also activates your body's immune system.</p> <p>Other causes of fevers include</p> <ul> <li>Medicines, including some <a href='https://medlineplus.gov/antibiotics.html'>antibiotics</a>, <a href='https://medlineplus.gov/bloodpressuremedicines.html'>blood pressure medicines</a>, and anti-seizure medicines</li> <li><a href='https://medlineplus.gov/heatillness.html'>Heat illness</a></li> <li>Cancers</li> <li><a href='https://medlineplus.gov/autoimmunediseases.html'>Autoimmune diseases</a></li> <li>Some <a href='https://medlineplus.gov/childhoodimmunization.html'>childhood immunizations</a></li> </ul> <p>Treatment depends on the cause of your fever. If the fever is very high, your health care provider may recommend taking an over-the-counter medicine such as acetaminophen or ibuprofen. Adults can also take aspirin, but children with fevers should not take aspirin. It is also important to drink enough liquids, to prevent <a href='https://medlineplus.gov/dehydration.html'>dehydration</a>.</p>",N,NULL
C0015967,A0481374,AT32350916,NULL,CSP,"abnormal elevation of body temperature, usually as a result of a pathologic process.",N,NULL
C0015967,A0058977,AT38142112,NULL,MSH,"An abnormal elevation of body temperature, usually as a result of a pathologic process.",N,NULL
C0018536,A24668498,AT206285894,NULL,HPO,"Lateral deviation of the great toe (i.e., in the direction of the little toe). [HPO:curators]",N,NULL
C0018536,A7570940,AT219997638,NULL,NCI,"A deformity characterized by lateral deviation of the great toe.",N,NULL
C0018536,A0065654,AT53896475,NULL,MSH,"Lateral displacement of the great toe (HALLUX), producing deformity of the first METATARSOPHALANGEAL JOINT with callous, bursa, or bunion formation over the bony prominence.",N,NULL
C0018681,A7570954,AT198042210,NULL,NCI_CTCAE,"A disorder characterized by a sensation of marked discomfort in various parts of the head, not confined to the area of distribution of any nerve.",N,NULL
C0018681,A7570954,AT198078958,NULL,NCI,"Pain in various parts of the head, not confined to the area of distribution of any nerve.",N,NULL
C0018681,A24679981,AT206301579,NULL,HPO,"Cephalgia, or pain sensed in various parts of the head, not confined to the area of distribution of any nerve. [HPO:probinson, pmid:15304572]",N,NULL
C0018681,A7570954,AT210371854,NULL,NCI_NICHD,"Head pain or discomfort.",N,NULL
C0018681,A21144603,AT220106687,NULL,MEDLINEPLUS,"<p>Almost everyone has had a headache. Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.</p> <p>The most common type of headache is a tension headache. Tension headaches are due to tight muscles in your shoulders, neck, scalp and jaw. They are often related to stress, depression or anxiety. You are more likely to get tension headaches if you work too much, don't get enough sleep, miss meals, or use alcohol.</p> <p>Other common types of headaches include <a href='https://medlineplus.gov/migraine.html'>migraines</a>, cluster headaches, and sinus headaches. Most people can feel much better by making lifestyle changes, learning ways to relax and taking <a href='https://medlineplus.gov/painrelievers.html'>pain relievers</a>.</p> <p>Not all headaches require a doctor's attention. But sometimes headaches warn of a more serious disorder. Let your health care provider know if you have sudden, severe headaches. Get medical help right away if you have a headache after a blow to your head, or if you have a headache along with a stiff neck, fever, confusion, loss of consciousness, or pain in the eye or ear.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",N,NULL
C0018681,A0480507,AT51224275,NULL,CSP,"pain in the cranial region that may occur as an isolated and benign symptom or as a manifestation of a wide variety of conditions.",N,NULL
C0018681,A0066000,AT53895293,NULL,MSH,"The symptom of PAIN in the cranial region. It may be an isolated benign occurrence or manifestation of a wide variety of HEADACHE DISORDERS.",N,NULL
C0019112,A7571017,AT197979401,NULL,NCI_CTCAE,"A disorder characterized by the presence of dilated veins in the rectum and surrounding area.",N,NULL
C0019112,A7571017,AT198115222,NULL,NCI_NCI-GLOSS,"An enlarged or swollen blood vessel, usually located near the anus or the rectum.",N,NULL
C0019112,A7571017,AT210367926,NULL,NCI_NICHD,"Dilated veins in the anal canal.",N,NULL
C0019112,A21144623,AT220103130,NULL,MEDLINEPLUS,"<p>Hemorrhoids are swollen, inflamed veins around the <a href='https://medlineplus.gov/analdisorders.html'>anus</a> or lower <a href='https://medlineplus.gov/rectaldisorders.html'>rectum</a>. They are either inside the anus or under the skin around the anus. They often result from straining to have a bowel movement. Other factors include pregnancy, aging and chronic <a href='https://medlineplus.gov/constipation.html'>constipation</a> or diarrhea.</p> <p>Hemorrhoids are very common in both men and women. About half of all people have hemorrhoids by age 50. The most common symptom of hemorrhoids inside the anus is bright red blood covering the stool, on toilet paper or in the toilet bowl. Symptoms usually go away within a few days.</p> <p>If you have <a href='https://medlineplus.gov/gastrointestinalbleeding.html'>rectal bleeding</a> you should see a doctor. You need to make sure bleeding is not from a more serious condition such as <a href='https://medlineplus.gov/colorectalcancer.html'>colorectal</a> or <a href='https://medlineplus.gov/analcancer.html'>anal cancer</a>. Treatment may include warm baths and a cream or other medicine. If you have large hemorrhoids, you may need surgery and other treatments. </p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,NULL
C0019112,A7571017,AT230067587,NULL,NCI,"Dilated veins in the anal canal.",N,NULL
C0019112,A0067322,AT73542107,NULL,MSH,"Swollen veins in the lower part of the RECTUM or ANUS. Hemorrhoids can be inside the anus (internal), under the skin around the anus (external), or protruding from inside to outside of the anus. People with hemorrhoids may or may not exhibit symptoms which include bleeding, itching, and pain.",N,NULL
C0024131,A12994820,AT73530189,NULL,MSH,"A form of cutaneous tuberculosis. It is seen predominantly in women and typically involves the NASAL MUCOSA; BUCCAL MUCOSA; and conjunctival mucosa.",N,NULL
C0031350,A0100188,AT100258830,NULL,MSH,"Inflammation of the throat (PHARYNX).",N,NULL
C0031350,A7572965,AT198004340,NULL,NCI,"Inflammation of the throat most often caused by viral and bacterial infections. Other causes include allergens, chemical substances, and trauma.",N,NULL
C0031350,A7572965,AT198041586,NULL,NCI_CTCAE,"A disorder characterized by inflammation of the throat.",N,NULL
C0031350,A7572965,AT210373710,NULL,NCI_NICHD,"Inflammation of the throat.",N,NULL
C0031350,A28253677,AT225120320,NULL,HPO,"Inflammation (due to infection or irritation) of the pharynx. []",N,NULL
C0031350,A0486312,AT51218780,NULL,CSP,"inflammation of the throat.",N,NULL
C0032285,A7573094,AT198128199,NULL,NCI_NCI-GLOSS,"A severe inflammation of the lungs in which the alveoli (tiny air sacs) are filled with fluid. This may cause a decrease in the amount of oxygen that blood can absorb from air breathed into the lung. Pneumonia is usually caused by infection but may also be caused by radiation therapy, allergy, or irritation of lung tissue by inhaled substances. It may involve part or all of the lungs.",N,NULL
C0032285,A7573094,AT198140524,NULL,NCI,"An acute, acute and chronic, or chronic inflammation focally or diffusely affecting the lung parenchyma, due to infections (viruses, fungi, mycoplasma, or bacteria), treatment (e.g. radiation), or exposure (inhalation) to chemicals. Symptoms include cough, shortness of breath, fevers, chills, chest pain, headache, sweating, and weakness.",N,NULL
C0032285,A24670878,AT206288611,NULL,HPO,"Inflammation of any part of the lung parenchyma. [HPO:probinson]",N,NULL
C0032285,A0102675,AT208161699,NULL,MSH,"Infection of the lung often accompanied by inflammation.",N,NULL
C0032285,A7573094,AT210369901,NULL,NCI_NICHD,"A condition resulting from infection in one or both lungs.",N,NULL
C0032285,A21143968,AT220106893,NULL,MEDLINEPLUS,"<p>Pneumonia is an infection in one or both of the lungs. Many germs, such as bacteria, viruses, and fungi, can cause pneumonia. You can also get pneumonia by inhaling a liquid or chemical. People most at risk are older than 65 or younger than 2 years of age, or already have health problems.</p> <p>Symptoms of pneumonia vary from mild to severe. See your doctor promptly if you</p> <ul> <li>Have a high fever</li> <li>Have shaking chills</li> <li>Have a <a href='https://medlineplus.gov/cough.html'>cough</a> with phlegm that doesn't improve or gets worse</li> <li>Develop shortness of breath with normal daily activities</li> <li>Have chest pain when you breathe or cough</li> <li>Feel suddenly worse after a cold or the flu</li> </ul> <p>Your doctor will use your medical history, a physical exam, and lab tests to diagnose pneumonia. Treatment depends on what kind you have. If bacteria are the cause, antibiotics should help. If you have viral pneumonia, your doctor may prescribe an antiviral medicine to treat it.</p> <p>Preventing pneumonia is always better than treating it. Vaccines are available to prevent pneumococcal pneumonia and the flu. Other preventive measures include washing your hands frequently and not smoking.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,NULL
C0032285,A0486823,AT32352923,NULL,CSP,"inflammation of the lungs with consolidation and exudation.",N,NULL
C0039128,A7573944,AT197992700,NULL,NCI,"A contagious bacterial infection caused by the spirochete Treponema pallidum. It is a sexually transmitted disorder, although it can also be transmitted from the mother to the fetus in utero. Typically, it is initially manifested with a single sore which heals without treatment. If the infection is left untreated, the initial stage is followed by skin rash and mucous membrane lesions. A late stage follows, which is characterized by damage of the internal organs, including the nervous system.",N,NULL
C0039128,A7573944,AT220001812,NULL,NCI_NICHD,"An infection that is caused by the spirochete Treponema pallidum.",N,NULL
C0039128,A21145577,AT220104855,NULL,MEDLINEPLUS,"<p>Syphilis is a <a href='https://medlineplus.gov/sexuallytransmitteddiseases.html'>sexually transmitted disease</a> caused by bacteria. It infects the genital area, lips, mouth, or anus of both men and women. You usually get syphilis from sexual contact with someone who has it. It can also pass from mother to baby during pregnancy.</p> <p>The early stage of syphilis usually causes a single, small, painless sore. Sometimes it causes swelling in nearby lymph nodes. If you do not treat it, syphilis usually causes a non-itchy skin rash, often on your hands and feet. Many people do not notice symptoms for years. Symptoms can go away and come back.</p> <p>The sores caused by syphilis make it easier to get or give someone <a href='https://medlineplus.gov/hivaids.html'>HIV</a> during sex. If you are pregnant, syphilis can cause birth defects, or you could lose your baby. In rare cases, syphilis causes serious health problems and even death.</p> <p>Syphilis is easy to cure with antibiotics if you catch it early. Correct usage of latex condoms greatly reduces, but does not completely eliminate, the risk of catching or spreading syphilis.</p> <p >NIH: National Institute of Allergy and Infectious Diseases</p>",N,NULL
C0039128,A0122445,AT38151658,NULL,MSH,"A contagious venereal disease caused by the spirochete TREPONEMA PALLIDUM.",N,NULL
C0039128,A0490012,AT51221640,NULL,CSP,"subacute to chronic infectious venereal disease caused by the spirochete treponema pallidum.",N,NULL
C0149931,A19040435,AT198122984,NULL,NCI,"A common, severe type of vascular headache often associated with increased sympathetic activity, resulting in nausea, vomiting, and light sensitivity.",N,NULL
C0149931,A21145482,AT203073015,NULL,MEDLINEPLUS,"<p>If you suffer from migraine headaches, you're not alone. About 12 percent of the U.S. population gets them. Migraines are recurring attacks of moderate to severe pain. The pain is throbbing or pulsing, and is often on one side of the head. During migraines, people are very sensitive to light and sound. They may also become nauseated and vomit. </p> <p>Migraine is three times more common in women than in men. Some people can tell when they are about to have a migraine because they see flashing lights or zigzag lines or they temporarily lose their vision. </p> <p>Many things can trigger a migraine. These include </p> <ul> <li> Anxiety</li> <li> Stress</li> <li> Lack of food or sleep </li> <li> Exposure to light</li> <li> Hormonal changes (in women)</li> </ul> <p>Doctors used to believe migraines were linked to the opening and narrowing of blood vessels in the head. Now they believe the cause is related to genes that control the activity of some brain cells. Medicines can help prevent migraine attacks or help relieve symptoms of attacks when they happen. For many people, treatments to relieve stress can also help.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",N,NULL
C0149931,A24675373,AT206293808,NULL,HPO,"Migraine is a chronic neurological disorder characterized by episodic attacks of headache and associated symptoms. [HPO:probinson, pmid:15304572]",N,NULL
C0149931,A19040435,AT210373859,NULL,NCI_NICHD,"A headache disorder characterized by recurrent episodes of moderate to severe pulsating pain, and may be associated with nausea, vomiting, photophobia , phonophobia, and worsening with exertion.",N,NULL
C0149931,A0483968,AT51222127,NULL,CSP,"neural condition characterized by a severe recurrent vascular headache, usually on one side of the head, often accompanied by nausea, vomiting, and photophobia, sometimes preceded by sensory disturbances; triggers include allergic reactions, excess carbohydrates or iodine in the diet, alcohol, bright lights or loud noises.",N,NULL
C0149931,A8416245,AT53895509,NULL,MSH,"A class of disabling primary headache disorders, characterized by recurrent unilateral pulsatile headaches. The two major subtypes are common migraine (without aura) and classic migraine (with aura or neurological symptoms). (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)",N,NULL
C0242429,A10762335,AT198055900,NULL,NCI_CTCAE,"A disorder characterized by of marked discomfort in the throat",N,NULL
C0242429,A10762335,AT198117359,NULL,NCI,"Any kind of inflammatory process of the tonsils, pharynx, or/and larynx characterized by pain in swallowing.",N,NULL
C0242429,A21143619,AT230153255,NULL,MEDLINEPLUS,"<p>Your throat is a tube that carries food to your esophagus and air to your windpipe and larynx (also called the voice box). The technical name for the throat is pharynx.</p> <p>You can have a sore throat for many reasons. Often, <a href='https://medlineplus.gov/commoncold.html'>colds</a> and <a href='https://medlineplus.gov/flu.html'>flu</a> cause sore throats. Other causes can include:</p> <ul> <li><a href='https://medlineplus.gov/allergy.html'>Allergies</a></li> <li><a href='https://medlineplus.gov/infectiousmononucleosis.html'>Mononucleosis</a></li> <li><a href='https://medlineplus.gov/smoking.html'>Smoking</a></li> <li><a href='https://medlineplus.gov/streptococcalinfections.html'>Strep throat</a></li> <li><a href='https://medlineplus.gov/tonsillitis.html'>Tonsillitis</a></li> </ul> <p>Treatment depends on the cause. Sucking on lozenges, drinking lots of liquids, and gargling may ease the pain. Over-the-counter pain relievers can also help, but children should not take aspirin.</p>",N,NULL
C0338480,A24363425,AT205724283,NULL,NCI,"A migraine disorder characterized by episodes that occur in the absence of preceding focal neurological symptoms.",N,NULL
C0338480,A24679939,AT206288605,NULL,HPO,"Repeated headache attacks lasting 4-72 h fulfilling at least two of the following criteria: 1) unilateral location, 2) pulsating quality, 3) moderate or severe pain intensity, and 4) aggravation by or causing avoidance of routine physical activity such as climbing stairs. Headache attacks are commonly accompanied by nausea, vomiting, photophobia, or phonophobia. [HPO:probinson, pmid:15304572]",N,NULL
C0338480,A24363425,AT210367795,NULL,NCI_NICHD,"A migraine disorder characterized by episodes that occur in the absence of preceding focal neurological symptoms.",N,NULL
C0338480,A8397361,AT53896412,NULL,MSH,"Recurrent unilateral pulsatile headaches, not preceded or accompanied by an aura, in attacks lasting 4-72 hours. It is characterized by PAIN of moderate to severe intensity; aggravated by physical activity; and associated with NAUSEA and / or PHOTOPHOBIA and PHONOPHOBIA. (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)",N,NULL
C0556346,A20913277,AT153393906,NULL,MSH,"Drinking an excessive amount of ALCOHOLIC BEVERAGES in a short period of time.",N,NULL
C0699744,A7594043,AT197966887,NULL,NCI,"A viral or bacterial infection that affects the external, middle, or inner ear. It may follow an upper respiratory infection. Signs and symptoms include pain, ear discharge, ear fullness, hearing loss, vertigo, nausea, and vomiting.",N,NULL
C0699744,A21143405,AT203073335,NULL,MEDLINEPLUS,"<p>Ear infections are the most common reason parents bring their child to a doctor. Three out of four children will have at least one ear infection by their third birthday. Adults can also get ear infections, but they are less common.</p> <p>The infection usually affects the middle ear and is called otitis media. The tubes inside the ears become clogged with fluid and mucus. This can affect hearing, because sound cannot get through all that fluid.</p> <p>If your child isn't old enough to say ""My ear hurts,"" here are a few things to look for</p> <ul> <li>Tugging at ears</li> <li>Crying more than usual</li> <li>Fluid draining from the ear</li> <li>Trouble sleeping</li> <li>Balance difficulties</li> <li>Hearing problems</li> </ul> <p>Your health care provider will diagnose an ear infection by looking inside the ear with an instrument called an otoscope.</p> <p>Often, ear infections go away on their own. Your health care provider may recommend pain relievers. Severe infections and infections in young babies may require antibiotics. </p> <p>Children who get infections often may need surgery to place small tubes inside their ears. The tubes relieve pressure in the ears so that the child can hear again.</p> <p >NIH: National Institute on Deafness and Other Communication Disorders </p>",N,NULL
C0699744,A0318835,AT51219400,NULL,CSP,"invasion and growth of microorganisms in the ear; may be clinically inapparent or result in local cellular injury; may result in hearing loss or deafness.",N,NULL
C0699893,A7620306,AT197968775,NULL,NCI_NCI-GLOSS,"Skin cancer that arises in basal cells or squamous cells but not in melanocytes (pigment-producing cells of the skin).",N,NULL
C0699893,A7620306,AT213843066,NULL,NCI,"A carcinoma that arises from the skin. Representative examples are basal cell carcinoma and squamous cell carcinoma.",N,NULL
C0917801,A7571404,AT198078435,NULL,NCI_CTCAE,"A disorder characterized by difficulty in falling asleep and/or remaining asleep.",N,NULL
