CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF
C0004096,ENG,P,L0004096,PF,S0016440,N,A12024930,NULL,NULL,MTHU003537,OMIM,PTCS,MTHU003537,Asthma,0,N,256
C0004096,FIN,P,L1228399,PF,S1470345,Y,A1420999,NULL,NULL,NULL,ICPCFIN,PT,R96,ASTMA,0,N,NULL
C0004096,NOR,P,L1228400,PF,S1470346,Y,A1421000,NULL,NULL,NULL,ICPCNOR,PT,R96,ASTMA,0,N,NULL
C0004096,SWE,P,L1228401,PF,S1470347,Y,A1421001,NULL,NULL,NULL,ICPCSWE,PT,R96,ASTMA,0,N,NULL
C0004096,ITA,P,L1234421,PF,S1476367,Y,A1426886,NULL,NULL,NULL,ICPCITA,PT,R96,Asma,0,N,NULL
C0004096,POR,P,L1234422,PF,S1476368,Y,A1426888,NULL,NULL,NULL,ICPCPOR,PT,R96,Asma,0,N,NULL
C0004096,SPA,P,L1234423,PF,S1476369,Y,A1426889,NULL,NULL,NULL,ICPCSPA,PT,R96,Asma,0,N,NULL
C0004096,GER,P,L1234523,PF,S1476469,Y,A1426991,NULL,NULL,NULL,ICPCGER,PT,R96,Asthma,0,N,NULL
C0004096,FRE,P,L1234524,PF,S1476470,Y,A1426992,NULL,NULL,NULL,ICPCFRE,PT,R96,Asthme,0,N,NULL
C0004096,DAN,P,L1234527,PF,S1476473,Y,A1426996,NULL,NULL,NULL,ICPCDAN,PT,R96,Astma,0,N,NULL
C0004096,DUT,P,L1234528,PF,S1476474,Y,A1426998,NULL,NULL,NULL,ICPCDUT,PT,R96,Astma,0,N,NULL
C0004096,HUN,P,L1313317,PF,S1555263,Y,A1504349,NULL,NULL,NULL,ICPCHUN,PT,R96,asthma,0,N,NULL
C0004096,BAQ,P,L1509274,PF,S1805183,Y,A1756669,NULL,NULL,NULL,ICPCBAQ,PT,R96,ARNASESTUA,0,N,NULL
C0004096,HEB,P,L1551285,PF,S1847194,Y,A1797247,NULL,NULL,NULL,ICPCHEB,PT,R96,astma,0,N,NULL
C0004096,ENG,S,L7653926,PF,S8865733,Y,A17989420,NULL,N0000000498,NULL,NDFRT,FN,N0000000498,"Asthma [Disease/Finding]",0,N,NULL
C0004096,ENG,S,L0004097,VW,S0020712,N,A17989421,NULL,N0000000498,NULL,NDFRT,SY,N0000000498,"Bronchial Asthma",0,N,256
C0004096,ENG,S,L0004097,PF,S0016441,N,A18037073,NULL,N0000000498,NULL,NDFRT,SY,N0000000498,"Asthma, Bronchial",0,N,NULL
C0004096,ENG,P,L0004096,PF,S0016440,N,A18061203,NULL,N0000000498,NULL,NDFRT,PT,N0000000498,Asthma,0,N,256
C0004096,ENG,P,L0004096,VC,S0415202,Y,A18552949,0000003972,0000001541,NULL,CHV,PT,0000001541,asthma,0,N,256
C0004096,ENG,S,L2862922,PF,S11852834,Y,A18552950,0000003974,0000001541,NULL,CHV,SY,0000001541,"asthma disorders",0,N,256
C0004096,ENG,S,L0516721,VO,S11852861,Y,A18552951,0000003977,0000001541,NULL,CHV,SY,0000001541,asthmatic,0,N,256
C0004096,ENG,S,L1370421,PF,S11859577,Y,A18568939,0000137203,0000050455,NULL,CHV,SY,0000050455,"br asthma",0,N,256
C0004096,ENG,S,L0004097,VCW,S11860662,Y,A18627206,0000003979,0000001541,NULL,CHV,SY,0000001541,"bronchial asthma",0,N,256
C0004096,ENG,S,L0516721,PF,S11852859,Y,A18645825,0000003978,0000001541,NULL,CHV,SY,0000001541,asthmatics,0,N,256
C0004096,ENG,S,L1370422,PF,S11860722,Y,A18661925,0000137204,0000050455,NULL,CHV,PT,0000050455,"bronchitic asthma",0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A21143704,NULL,NULL,NULL,MEDLINEPLUS,PT,2,Asthma,0,N,256
C0004096,ENG,S,L0004097,VW,S0020712,N,A21145289,NULL,NULL,NULL,MEDLINEPLUS,ET,2,"Bronchial Asthma",0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A23499776,NULL,MTHU020815,NULL,LNC,CN,MTHU020815,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A23861420,NULL,sh85008860,NULL,LCH_NW,PT,sh85008860,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A23892884,NULL,C28397,NULL,NCI,SY,OMFAQ,Asthma,0,N,256
C0004096,ENG,P,L0004096,VC,S0415202,N,A23960695,NULL,C28397,NULL,NCI_NCI-GLOSS,PT,CDR0000440101,asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A24108431,NULL,LA16982-3,NULL,LNC,LA,LA16982-3,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A24387627,NULL,C28397,NULL,NCI_FDA,PT,1726,Asthma,0,N,256
C0004096,ENG,S,L0004097,VCW,S0605251,Y,A24677672,NULL,NULL,HP:0002099,HPO,SY,HP:0002099,"Bronchial asthma",0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A24682200,NULL,NULL,HP:0002099,HPO,PT,HP:0002099,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A25761778,NULL,C28397,NULL,NCI_NICHD,PT,C28397,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A26483332,NULL,NULL,NULL,CCS_10,MD,8.3,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A26483872,NULL,NULL,NULL,CCS_10,SD,128,Asthma,0,N,256
C0004096,ENG,S,L0004097,PF,S0016441,Y,A26638598,NULL,M0001885,D001249,MSH,ET,D001249,"Asthma, Bronchial",0,N,NULL
C0004096,ENG,S,L0004097,VW,S0020712,Y,A26667996,NULL,M0001885,D001249,MSH,ET,D001249,"Bronchial Asthma",0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A28254979,NULL,NULL,HP:0002099,HPO,SY,HP:0002099,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A7568911,NULL,C28397,NULL,NCI,PT,C28397,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,Y,A7850156,NULL,NULL,NULL,MTH,PN,NOCODE,Asthma,0,N,256
C0004096,ENG,P,L0004096,PF,S0016440,N,A8340122,NULL,NULL,493,ICD9CM,HT,493,Asthma,0,N,256
C0004096,ENG,S,L0516718,PF,S0593565,Y,A8358098,NULL,NULL,493.9,ICD9CM,HT,493.9,"Asthma, unspecified",0,N,256
C0004096,ENG,S,L0004097,VCW,S0605251,N,A8358321,NULL,NULL,493.9,MTHICD9,ET,493.9,"Bronchial asthma",0,N,256
C0005586,ENG,P,L0005586,VO,S0005766,Y,A0014463,NULL,M0002571,D001714,MSH,PM,D001714,"Bipolar Disorders",0,N,256
C0005586,ENG,S,L0024716,PF,S0006154,N,A0015127,NULL,NULL,NULL,COSTAR,PT,468,"MANIC DEPRESSIVE ILLNESS",0,N,256
C0005586,ENG,S,L0024716,PF,S0006154,Y,A0015128,NULL,NULL,NULL,MTH,PT,106,"MANIC DEPRESSIVE ILLNESS",0,N,256
C0005586,ENG,S,L0001725,VW,S0019303,Y,A0031060,NULL,M0002571,D001714,MSH,PM,D001714,"Bipolar Affective Psychosis",0,N,NULL
C0005586,ENG,P,L0005586,PF,S0019306,N,A0031062,NULL,NULL,NULL,COSTAR,PT,NOCODE,"Bipolar Disorder",0,N,256
C0005586,ENG,P,L0005586,PF,S0019306,N,A0031064,NULL,M0002571,D001714,MSH,MH,D001714,"Bipolar Disorder",0,N,256
C0005586,ENG,S,L0024712,VW,S0059811,Y,A0082923,NULL,M0002571,D001714,MSH,PM,D001714,"Manic Depressive Psychosis",0,N,NULL
C0005586,ENG,S,L0024712,VO,S0059816,Y,A0082929,NULL,M0002571,D001714,MSH,PM,D001714,"Manic-Depressive Psychoses",0,N,NULL
C0005586,ENG,S,L0001725,VO,S0078426,Y,A0107514,NULL,M0002571,D001714,MSH,PM,D001714,"Psychoses, Bipolar Affective",0,N,256
C0005586,ENG,S,L0024712,VO,S0078431,Y,A0107518,NULL,M0002571,D001714,MSH,PM,D001714,"Psychoses, Manic Depressive",0,N,NULL
C0005586,ENG,S,L0001725,VW,S0078446,Y,A0107533,NULL,M0002571,D001714,MSH,PM,D001714,"Psychosis, Bipolar Affective",0,N,256
C0005586,ENG,S,L0024712,VO,S0078450,Y,A0107537,NULL,M0002571,D001714,MSH,PM,D001714,"Psychosis, Manic Depressive",0,N,NULL
C0005586,ENG,S,L0005583,PF,S0217955,N,A0240976,NULL,NULL,NULL,CCS,MD,5.4.4,"Bipolar affective disorder",0,N,256
C0005586,ENG,S,L0161650,VO,S0225830,Y,A0247533,NULL,NULL,NULL,CST,PT,"MANIC DEPRESS REACT","MANIC DEPRESSIVE REACTION",0,N,256
C0005586,ENG,S,L0005583,VC,S0357693,N,A0393054,NULL,NULL,NULL,COSTAR,PT,106,"BIPOLAR AFFECTIVE DISORDER",0,N,256
C0005586,ENG,P,L0005586,VW,S0367778,Y,A0407050,NULL,M0002571,D001714,MSH,PM,D001714,"Disorder, Bipolar",0,N,256
C0005586,ENG,S,L0024712,VCW,S0386803,Y,A0433766,NULL,NULL,NULL,CCS,MD,5.4.5,"Manic-depressive psychosis",0,N,256
C0005586,ENG,S,L0024712,VC,S0394373,Y,A0444042,NULL,NULL,NULL,CST,GT,"MANIC DEPRESS REACT","PSYCHOSIS MANIC-DEPRESSIVE",0,N,NULL
C0005586,ENG,S,L0161650,VO,S0398713,Y,A0450764,NULL,NULL,NULL,CST,GT,"MANIC DEPRESS REACT","REACTION MANIC-DEPRESSIVE",0,N,NULL
C0005586,ENG,P,L0005586,VC,S1212236,N,A1178761,NULL,NULL,2483-6684,CSP,ET,2483-6684,"bipolar disorder",0,N,256
C0005586,ENG,S,L0024712,VCW,S1221703,N,A1187119,NULL,NULL,NULL,AOD,DE,0000006517,"manic-depressive psychosis",0,N,256
C0005586,ENG,P,L0005586,PF,S0019306,Y,A12058849,NULL,NULL,NULL,MTH,PN,NOCODE,"Bipolar Disorder",0,N,256
C0005586,ENG,S,L6329702,PF,S7249118,Y,A12089947,NULL,M0002571,D001714,MSH,DEV,D001714,"BIPOLAR DIS",0,Y,NULL
C0005586,ENG,S,L0011575,PF,S7674463,Y,A12792133,NULL,C34423,NULL,NCI,SY,C34423,Manic-Depression,0,N,256
C0005586,ENG,S,L0005583,VC,S1343413,Y,A1302771,NULL,NULL,2483-6684,CSP,ET,2483-6684,"bipolar affective disorder",0,N,256
C0005586,ENG,S,L1120968,VC,S1345744,Y,A1305517,NULL,NULL,2483-6684,CSP,ET,2483-6684,"manic depressive disorder",0,N,256
C0005586,ENG,S,L6381975,PF,S7301729,Y,A13289940,NULL,NULL,611535,OMIM,ACR,611535,BPAD,0,N,256
C0005586,ENG,S,L0001725,VCW,S1425727,Y,A1385446,NULL,NULL,NULL,AOD,NP,0000023847,"bipolar affective psychosis",0,N,256
C0005586,ENG,S,L1120968,VO,S1431200,Y,A1390840,NULL,NULL,NULL,AOD,NP,0000023848,"manic-depressive disorders",0,N,256
C0005586,ENG,P,L0005586,VO,S0000131,N,A16987679,NULL,NULL,296.80,ICD9CM,AB,296.80,"Bipolar disorder NOS",0,Y,256
C0005586,ENG,S,L0001725,PF,S0011409,N,A17945061,NULL,N0000000553,NULL,NDFRT,SY,N0000000553,"Affective Psychosis, Bipolar",0,N,256
C0005586,ENG,S,L0024712,VW,S0059817,N,A17945062,NULL,N0000000553,NULL,NDFRT,SY,N0000000553,"Manic-Depressive Psychosis",0,N,NULL
C0005586,ENG,S,L7662657,PF,S8867483,Y,A17969120,NULL,N0000000553,NULL,NDFRT,FN,N0000000553,"Bipolar Disorder [Disease/Finding]",0,N,NULL
C0005586,ENG,S,L0024712,VO,S0078432,N,A17969123,NULL,N0000000553,NULL,NDFRT,SY,N0000000553,"Psychoses, Manic-Depressive",0,N,256
C0005586,ENG,P,L0005586,PF,S0019306,N,A17993195,NULL,N0000000553,NULL,NDFRT,PT,N0000000553,"Bipolar Disorder",0,N,256
C0005586,ENG,S,L0024712,PF,S0078451,N,A18065105,NULL,N0000000553,NULL,NDFRT,SY,N0000000553,"Psychosis, Manic-Depressive",0,N,256
C0005586,ENG,P,L0005586,VO,S11856586,Y,A18553091,0000005181,0000001917,NULL,CHV,SY,0000001917,"bipolar disorders",0,N,256
C0005586,ENG,S,L0024719,PF,S6653928,Y,A18553092,0000005198,0000001917,NULL,CHV,SY,0000001917,"manic depressive",0,N,256
C0005586,ENG,S,L0024716,VC,S1221700,Y,A18553093,0000005202,0000001917,NULL,CHV,SY,0000001917,"manic-depressive illness",0,N,256
C0005586,ENG,S,L1217802,PF,S1459017,Y,A18571513,0000005183,0000001917,NULL,CHV,SY,0000001917,"bipolar illness",0,N,256
C0005586,ENG,S,L1713040,PF,S11856589,Y,A18571514,0000005184,0000001917,NULL,CHV,SY,0000001917,"bipolar mood disorder",0,N,256
C0005586,ENG,S,L0024716,VC,S11911580,Y,A18571515,0000005200,0000001917,NULL,CHV,SY,0000001917,"manic depressive illness",0,N,NULL
C0005586,ENG,S,L0024712,VCW,S1221703,Y,A18571516,0000005203,0000001917,NULL,CHV,SY,0000001917,"manic-depressive psychosis",0,N,256
C0005586,ENG,S,L0005583,VO,S11846337,Y,A18590161,0000005174,0000001917,NULL,CHV,SY,0000001917,"affective bipolar disorders",0,N,256
C0005586,ENG,S,L0005583,VC,S1343413,N,A18590162,0000005176,0000001917,NULL,CHV,SY,0000001917,"bipolar affective disorder",0,N,256
C0005586,ENG,S,L1120968,VC,S1345744,N,A18590163,0000005199,0000001917,NULL,CHV,SY,0000001917,"manic depressive disorder",0,N,256
C0005586,ENG,S,L0011575,VO,S11911579,Y,A18608793,0000005197,0000001917,NULL,CHV,SY,0000001917,"manic depressions",0,N,256
C0005586,ENG,P,L0005586,VC,S1212236,Y,A18627322,0000005177,0000001917,NULL,CHV,PT,0000001917,"bipolar disorder",0,N,256
C0005586,ENG,P,L0005586,VO,S11856585,Y,A18627323,0000005180,0000001917,NULL,CHV,SY,0000001917,"bipolar disorder nos",0,N,NULL
C0005586,ENG,S,L0011575,VC,S1909891,Y,A18627324,0000005196,0000001917,NULL,CHV,SY,0000001917,"manic depression",0,N,256
C0005586,ENG,S,L0005583,VCW,S11846338,Y,A18664476,0000005173,0000001917,NULL,CHV,SY,0000001917,"affective bipolar disorder",0,N,256
C0005586,ENG,S,L0024712,VCW,S6653927,Y,A18682966,0000005201,0000001917,NULL,CHV,SY,0000001917,"manic depressive psychosis",0,N,256
C0005586,ENG,S,L0024716,VC,S5926765,Y,A21142537,NULL,NULL,NULL,MEDLINEPLUS,ET,600,"Manic-Depressive Illness",0,N,256
C0005586,ENG,S,L0024716,VC,S0004011,Y,A21143315,NULL,NULL,NULL,MEDLINEPLUS,SY,600,"Manic-depressive illness",0,N,256
C0005586,ENG,S,L10935971,PF,S13621877,Y,A21143712,NULL,NULL,NULL,MEDLINEPLUS,ET,600,"Bi-polar Disorder",0,N,256
C0005586,ENG,P,L0005586,PF,S0019306,N,A21145301,NULL,NULL,NULL,MEDLINEPLUS,PT,600,"Bipolar Disorder",0,N,256
C0005586,ENG,P,L0005586,VC,S0601096,N,A21229587,NULL,NULL,MTHU036661,OMIM,PTCS,MTHU036661,"Bipolar disorder",0,N,256
C0005586,ENG,S,L0011575,VC,S1634802,Y,A23518603,NULL,MTHU026189,NULL,LNC,CN,MTHU026189,"Manic depression",0,N,256
C0005586,ENG,S,L0024716,VC,S0004011,N,A23863646,NULL,sh85080541,NULL,LCH_NW,PT,sh85080541,"Manic-depressive illness",0,N,256
C0005586,ENG,P,L0005586,PF,S0019306,N,A23902641,NULL,C34423,NULL,NCI_NICHD,PT,C34423,"Bipolar Disorder",0,N,256
C0005586,ENG,S,L0005583,VC,S0357693,Y,A24580667,NULL,NULL,611535,OMIM,ETAL,611535,"BIPOLAR AFFECTIVE DISORDER",0,N,256
C0005586,ENG,P,L0005586,VC,S0601096,Y,A24671530,NULL,NULL,HP:0007302,HPO,SY,HP:0007302,"Bipolar disorder",0,N,256
C0005586,ENG,S,L0005583,PF,S0217955,Y,A24676092,NULL,NULL,HP:0007302,HPO,PT,HP:0007302,"Bipolar affective disorder",0,N,256
C0005586,ENG,S,L0024712,VW,S0059817,Y,A26600658,NULL,M0002571,D001714,MSH,ET,D001714,"Manic-Depressive Psychosis",0,N,NULL
C0005586,ENG,S,L0001725,PF,S0011409,Y,A26619613,NULL,M0002571,D001714,MSH,ET,D001714,"Affective Psychosis, Bipolar",0,N,256
C0005586,ENG,S,L0024712,PF,S0078451,Y,A26668035,NULL,M0002571,D001714,MSH,ET,D001714,"Psychosis, Manic-Depressive",0,N,256
C0005586,ENG,S,L0024712,VO,S0078432,Y,A26668036,NULL,M0002571,D001714,MSH,ET,D001714,"Psychoses, Manic-Depressive",0,N,256
C0005586,ENG,P,L0005586,PF,S0019306,N,A7569127,NULL,C34423,NULL,NCI,PT,C34423,"Bipolar Disorder",0,N,256
C0005586,ENG,S,L1120968,PF,S4158825,Y,A7607405,NULL,C34423,NULL,NCI,SY,C34423,"Manic Depressive Disorder",0,N,256
C0005586,ENG,P,L0005586,VO,S0000131,Y,A8339574,NULL,NULL,296.80,MTHICD9,ET,296.80,"Bipolar disorder NOS",0,N,256
C0005586,ENG,S,L0161650,PF,S1928305,Y,A8374156,NULL,NULL,296.80,MTHICD9,ET,296.80,"Manic-depressive reaction NOS",0,N,256
C0005586,ENG,S,L1708642,PF,S1928306,Y,A8374157,NULL,NULL,296.80,MTHICD9,ET,296.80,"Manic-depressive syndrome NOS",0,N,256
C0005586,ENG,S,L5188862,PF,S5926207,Y,A8378654,NULL,NULL,296.80,ICD9CM,PT,296.80,"Bipolar disorder, unspecified",0,N,256
C0010055,ENG,S,L0003513,VO,S0015183,Y,A0025499,NULL,M0001560,D001026,MSH,PM,D001026,"Aortocoronary Bypasses",0,N,NULL
C0010055,ENG,S,L0010055,VW,S0015889,Y,A0026514,NULL,M0001560,D001026,MSH,PM,D001026,"Artery Bypass, Coronary",0,N,NULL
C0010055,ENG,S,L0010055,VO,S0015890,Y,A0026515,NULL,M0001560,D001026,MSH,PM,D001026,"Artery Bypasses, Coronary",0,N,NULL
C0010055,ENG,S,L0003513,VO,S0021196,Y,A0033558,NULL,M0001560,D001026,MSH,PM,D001026,"Bypasses, Aortocoronary",0,N,256
C0010055,ENG,S,L0010055,VO,S0021201,Y,A0033563,NULL,M0001560,D001026,MSH,PM,D001026,"Bypasses, Coronary Artery",0,N,NULL
C0010055,ENG,S,L0010055,PF,S0028272,Y,A0042903,NULL,M0001560,D001026,MSH,MH,D001026,"Coronary Artery Bypass",0,N,256
C0010055,ENG,S,L0010055,VO,S0028275,Y,A0042906,NULL,M0001560,D001026,MSH,PM,D001026,"Coronary Artery Bypasses",0,N,256
C0010055,ENG,S,L0003513,VW,S0359947,Y,A0396360,NULL,M0001560,D001026,MSH,PM,D001026,"Bypass, Aortocoronary",0,N,256
C0010055,ENG,S,L0010055,VC,S0361533,Y,A0398238,NULL,NULL,NULL,COSTAR,PT,208,"CORONARY ARTERY BYPASS",0,N,256
C0010055,ENG,S,L0229725,VC,S0361539,Y,A0398248,NULL,NULL,NULL,COSTAR,PT,U000017,"CORONARY BYPASS",0,N,256
C0010055,ENG,S,L0229725,VC,S0417004,Y,A0476725,NULL,NULL,1396-8456,CSP,PT,1396-8456,"coronary bypass",0,N,256
C0010055,ENG,S,L0010056,PF,S0028273,N,A10760485,NULL,C51998,NULL,NCI,SY,C51998,"Coronary Artery Bypass Grafting",0,N,256
C0010055,ENG,P,L0006541,PF,S0028274,N,A10760486,NULL,C51998,NULL,NCI,PT,C51998,"Coronary Artery Bypass Surgery",0,N,256
C0010055,ENG,S,L0010056,VO,S5926824,Y,A10782110,NULL,C51998,NULL,NCI,SY,C51998,"Coronary Artery Bypass Graft",0,N,256
C0010055,ENG,S,L1120325,PF,S6939116,Y,A10806741,NULL,C51998,NULL,NCI,SY,C51998,"Heart Bypass",0,N,256
C0010055,ENG,S,L6332340,VW,S7250823,Y,A12086310,NULL,M0001560,D001026,MSH,DEV,D001026,"CORONARY ARTERY BYPASS SURG",0,Y,NULL
C0010055,ENG,S,L1373552,PF,S1628231,N,A12089889,NULL,M0001560,D001026,MSH,DEV,D001026,CABG,0,Y,256
C0010055,ENG,S,L6332340,PF,S7249327,Y,A12093581,NULL,M0001560,D001026,MSH,DEV,D001026,"BYPASS SURG CORONARY ARTERY",0,Y,NULL
C0010055,ENG,S,L0003513,VC,S1427683,N,A1387306,NULL,NULL,NULL,AOD,ET,0000008214,"aortocoronary bypass",0,N,256
C0010055,ENG,S,L0003513,VO,S11069148,Y,A16975061,NULL,NULL,36.10,ICD9CM,AB,36.10,"Aortocoronary bypass NOS",0,Y,256
C0010055,ENG,S,L0723097,PF,S1784363,N,A1739533,NULL,NULL,NULL,CCS,MV,7.2,"Coronary artery bypass graft (CABG)",0,N,NULL
C0010055,ENG,S,L0723097,PF,S1784363,N,A1739534,NULL,NULL,NULL,CCS,SP,44,"Coronary artery bypass graft (CABG)",0,N,NULL
C0010055,ENG,S,L1373552,PF,S1628231,N,A17699183,NULL,C51998,NULL,NCI,AB,C51998,CABG,0,N,256
C0010055,ENG,S,L0010056,VO,S6652000,Y,A18572089,0000010425,0000003366,NULL,CHV,SY,0000003366,"coronary artery bypass graft",0,N,256
C0010055,ENG,P,L0006541,VC,S11871925,Y,A18572090,0000010428,0000003366,NULL,CHV,SY,0000003366,"coronary artery bypass surgery",0,N,256
C0010055,ENG,S,L0229725,VC,S0417004,N,A18572091,0000010430,0000003366,NULL,CHV,SY,0000003366,"coronary bypass",0,N,256
C0010055,ENG,S,L0010055,VC,S11871926,N,A18590755,0000010424,0000003366,NULL,CHV,SY,0000003366,"coronary artery bypass",0,N,256
C0010055,ENG,S,L1373552,PF,S1628231,N,A18665068,0000010422,0000003366,NULL,CHV,SY,0000003366,CABG,0,N,256
C0010055,ENG,S,L9522529,PF,S11871924,Y,A18665069,0000010426,0000003366,NULL,CHV,PT,0000003366,"coronary artery bypass graft (GABG)",0,N,NULL
C0010055,ENG,S,L1217806,PF,S1459051,Y,A18665070,0000010431,0000003366,NULL,CHV,SY,0000003366,"coronary bypass surgery",0,N,256
C0010055,ENG,S,L1373552,PF,S1628231,N,A21142961,NULL,NULL,NULL,MEDLINEPLUS,SY,202,CABG,0,N,256
C0010055,ENG,S,L1373552,PF,S1628231,N,A21142962,NULL,NULL,NULL,MEDLINEPLUS,ET,202,CABG,0,N,256
C0010055,ENG,P,L0006541,PF,S0028274,N,A21143757,NULL,NULL,NULL,MEDLINEPLUS,PT,202,"Coronary Artery Bypass Surgery",0,N,256
C0010055,ENG,S,L0010056,VO,S0848659,Y,A21143758,NULL,NULL,NULL,MEDLINEPLUS,SY,202,"Coronary artery bypass graft",0,N,256
C0010055,ENG,S,L0010056,VO,S5926824,N,A21144939,NULL,NULL,NULL,MEDLINEPLUS,ET,202,"Coronary Artery Bypass Graft",0,N,256
C0010055,ENG,S,L0010055,VC,S1623105,Y,A23873011,NULL,sh85005874,NULL,LCH_NW,PT,sh85005874,"Coronary artery bypass",0,N,256
C0010055,ENG,S,L3501240,PF,S12182896,Y,A23883211,NULL,C51998,NULL,NCI_CDISC,SY,C51998,CAB,0,N,NULL
C0010055,ENG,S,L0010055,PF,S0028272,N,A23893256,NULL,C51998,NULL,NCI_CDISC,SY,C51998,"Coronary Artery Bypass",0,N,256
C0010055,ENG,S,L0010055,VC,S11871926,Y,A23899718,NULL,C51998,NULL,NCI_NCI-GLOSS,SY,CDR0000471770,"coronary artery bypass",0,N,256
C0010055,ENG,S,L1120325,PF,S6939116,N,A23900398,NULL,C51998,NULL,NCI_CDISC,SY,C51998,"Heart Bypass",0,N,256
C0010055,ENG,S,L1373552,PF,S1628231,Y,A23902700,NULL,C51998,NULL,NCI_CDISC,SY,C51998,CABG,0,N,256
C0010055,ENG,S,L0010056,PF,S0028273,N,A23909362,NULL,C51998,NULL,NCI_CDISC,SY,C51998,"Coronary Artery Bypass Grafting",0,N,256
C0010055,ENG,S,L0003513,VC,S1427683,Y,A23924940,NULL,C51998,NULL,NCI_NCI-GLOSS,SY,CDR0000513055,"aortocoronary bypass",0,N,256
C0010055,ENG,S,L11184438,PF,S13883641,Y,A23931895,NULL,C51998,NULL,NCI_CDISC,SY,C51998,"Coronary Artery Bypass Graft Surgery",0,N,256
C0010055,ENG,S,L0003513,PF,S0015182,N,A23937814,NULL,C51998,NULL,NCI_CDISC,SY,C51998,"Aortocoronary Bypass",0,N,256
C0010055,ENG,S,L0010056,VO,S5926824,N,A23954546,NULL,C51998,NULL,NCI_CDISC,SY,C51998,"Coronary Artery Bypass Graft",0,N,256
C0010055,ENG,S,L0010056,VO,S1649953,Y,A23967471,NULL,C51998,NULL,NCI_CDISC,PT,C51998,"CORONARY ARTERY BYPASS GRAFT",0,N,NULL
C0010055,ENG,S,L3501240,PF,S12182896,N,A23976955,NULL,C51998,NULL,NCI_NCI-GLOSS,SY,CDR0000513056,CAB,0,N,NULL
C0010055,ENG,S,L0229725,PF,S0304888,Y,A24108902,NULL,LA14276-2,NULL,LNC,LA,LA14276-2,"Coronary bypass",0,N,256
C0010055,ENG,S,L0723097,PF,S1784363,N,A26483808,NULL,NULL,NULL,CCS_10,SP,44,"Coronary artery bypass graft (CABG)",0,N,NULL
